S. No,Br. No ,Br. Date ,Recid,Main_Category,Passed_Category,Contractor_name,Description_Kan,Description_Eng,Bill Pass Date,Bill Pass Amt,Paid Date,Paid Amt
2715,8275,28-Jan-14,55455,Staff Salary and benifits,Staff Salary 2012-13,Asst. Commissioner Zonal Office 8,ªÀ®AiÀÄ PÀbÉĂj 08 gÀ  ¹§âA¢UÀ¼À ªÉĂvÀ£À ©®Äè  d£ÉĂªÀj 2014,Office Staff  Salary Bill Zone 08,29-Jan-14,132284,29-Jan-14,132284
2716,8276,28-Jan-14,55457,Staff Salary and benifits,Staff Salary 2012-13,Asst. Commissioner Zonal Office 8,d£ÉĂªÀj 2014  ªÀ®AiÀÄ PÀbÉĂj 08 gÀ  ¹§âA¢UÀ¼À ªÉĂvÀ£À ©®Äè,Office Staff  Salary Bill Zone 08,29-Jan-14,66623,29-Jan-14,66623
2717,8277,28-Jan-14,55458,Staff Salary and benifits,Staff Salary 2012-13,Asst. Commissioner Zonal Office 8,d£ÉĂªÀj 2014 ªÀ®AiÀÄ PÀbÉĂj 08 gÀ  ¹§âA¢UÀ¼À ªÉĂvÀ£À ©®Äè,Office Staff  Salary Bill Zone 08,29-Jan-14,92889,29-Jan-14,92889
2718,8278,28-Jan-14,55459,Staff Salary and benifits,Staff Salary 2012-13,Asst. Commissioner Zonal Office 8,d£ÉĂªÀj 2014  ªÀ®AiÀÄ PÀbÉĂj 08 gÀ  ¹§âA¢UÀ¼À ªÉĂvÀ£À ©®Äè,Office Staff  Salary Bill Zone 08,29-Jan-14,163123,29-Jan-14,163123
2719,8279,28-Jan-14,55465,Staff Salary and benifits,Staff Salary 2012-13,Asst. Commissioner Zonal Office 8,d£ÉĂªÀj 2014  ªÀ®AiÀÄ PÀZÉĂj £ÀA 08 gÀ ¥ËgÀ PÁ«ÄđPÀgÀ ªÉĂvÀ£À ©®Äè,Regarding Zone 08 Pks Salary bill,29-Jan-14,1645607,29-Jan-14,1645607
2720,8218,27-Jan-14,55327,Staff Salary and benifits,Staff Salary 2012-13,Asst. Commissioner Zonal Office No 01 Saptapur Dwd,ªÀ®AiÀÄ PÀbÉĂj £ÀA 01gÀ°è PÁAiÀÄđ¤ªÀđ»¸ÀÄwÛgÀÄªÀ ¥ËgÀ PÁ«ÄđPÀgÀ d£ÉĂªÀj-2014 wAUÀ¼À ªÉĂvÀ£À PÀÄjvÀÄ,Regarding Janaury -2014 month salary of PK Staff working in zonal no 01 Dharwad,31-Jan-14,1920615,29-Jan-14,1920615
2721,8219,27-Jan-14,55312,Staff Salary and benifits,Staff Salary 2012-13,Asst. Commissioner Zonal Office No 01 Saptapur Dwd,ªÀ®AiÀÄ PÀbÉĂj £ÀA 01gÀ°è PÁAiÀÄđ¤ªÀđ»¸ÀÄwÛgÀÄªÀ ¸ÁªÀiÁ£Àå DqÀ½vÀ SÁvÉAiÀÄ d£ÉĂªÀj-2014£ÉĂ wAUÀ¼À ªÉĂvÀ£À PÀÄjvÀÄ,Regarding Janaury - 2014 month salary of Genaral administrators working in Zonal office no 01 Dharwad,29-Jan-14,110890,29-Jan-14,110890
2722,8220,27-Jan-14,55315,Staff Salary and benifits,Staff Salary 2012-13,Asst. Commissioner Zonal Office No 01 Saptapur Dwd,ªÀ®AiÀÄ PÀbÉĂj £ÀA 01gÀ°è PÁAiÀÄđ¤ªÀđ»¸ÀÄwÛgÀÄªÀ ¦qÀ§Äèöår SÁvÉAiÀÄ d£ÉĂªÀj- 2014 wAUÀ¼À ªÉĂvÀ£À PÀÄjvÀÄ,Regarding Janaury -2014 Month Salary of PWD Department working in zonal office No 01 Dharwad,29-Jan-14,136050,29-Jan-14,136050
2723,8221,27-Jan-14,55319,Staff Salary and benifits,Staff Salary 2012-13,Asst. Commissioner Zonal Office No 01 Saptapur Dwd,ªÀ®AiÀÄ PÀbÉĂj £ÀA 01gÀ°è PÁAiÀÄđ¤ªÀđ»¸ÀÄwÛgÀÄªÀ DgÉÆĂUÀå SÁvÉAiÀÄ d£ÉĂªÀj-2014£ÉĂ wAUÀ¼À ªÉĂvÀ£À PÀÄjvÀÄ,Regarding Janaury - 2014 Month salary of health Department working in Zonal office no 01,31-Jan-14,55930,29-Jan-14,55930
2724,8222,27-Jan-14,55323,Staff Salary and benifits,Staff Salary 2012-13,Asst. Commissioner Zonal Office No 01 Saptapur Dwd,ªÀ®AiÀÄ PÀbÉĂj £ÀA 01gÀ°è PÁAiÀÄđ¤ªÀđ»¸ÀÄwÛgÀÄªÀ PÀgÀSÁvÉAiÀÄ d£ÉĂªÀj - 2014 wAUÀ¼À ªÉĂvÀ£À PÀÄjvÀÄ,Regarding Tax Department Salary of Janaury-2014 month working in Zonal Office No 01 Dharwad,29-Jan-14,125326,29-Jan-14,125326
2725,8209,25-Jan-14,55913,Staff Salary and benifits,Staff Salary 2012-13,Asst. Commissioner Zonal Office No 11 Hubli,d£ÉĂªÀj 2014 ªÀ®AiÀÄ PÀZÉĂj £ÀA.11 gÀ 2013-14 £ÉĂ ¸Á°£À ªÉÄĂ 2013 jAzÀ ªÀiÁZÀđ 2014 gÀ ªÀgÉV£À D¦üĂ¸À ¹§âA¢ ªÉĂvÀ£À,Pay Salary to office staff from May 2013 to March 2014,31-Jan-14,167199,29-Jan-14,167199
2726,8210,25-Jan-14,55914,Staff Salary and benifits,Staff Salary 2012-13,Asst. Commissioner Zonal Office No 11 Hubli,d£ÉĂªÀj 2014 ªÀ®AiÀÄ PÀZÉĂj £ÀA.11 gÀ 2013-14 £ÉĂ ¸Á°£À ªÉÄĂ 2013 jAzÀ ªÀiÁZÀđ 2014 gÀ ªÀgÉV£À ¯ÉÆĂPÉÆĂ¥ÀAiÉÆĂV ¹§âA¢ ªÉĂvÀ£À,Pay Salary to PWD staff from May 2013 to March 2014,29-Jan-14,48578,29-Jan-14,48578
2727,8211,25-Jan-14,55915,Staff Salary and benifits,Staff Salary 2012-13,Asst. Commissioner Zonal Office No 11 Hubli,d£ÉĂªÀj 2014 ªÀ®AiÀÄ PÀZÉĂj £ÀA.11 gÀ 2013-14 £ÉĂ ¸Á°£À ªÉÄĂ 2013 jAzÀ ªÀiÁZÀđ 2014 gÀ ªÀgÉV£À DgÉÆĂUÀå ¹§âA¢ ªÉĂvÀ£À,Pay Salary to Health staff from May 2013 to March 2014,31-Jan-14,931704,29-Jan-14,931704
2728,8212,25-Jan-14,55916,Staff Salary and benifits,Staff Salary 2012-13,Asst. Commissioner Zonal Office No 11 Hubli,d£ÉĂªÀj 2014 ªÀ®AiÀÄ PÀZÉĂj £ÀA.11 gÀ 2013-14 £ÉĂ ¸Á°£À ªÉÄĂ 2013 jAzÀ ªÀiÁZÀđ 2014 gÀ ªÀgÉV£À PÀgÀSÁvÉ ¹§âA¢ ªÉĂvÀ£À,Pay Salary to Revenue staff from May 2013 to March 2014,31-Jan-14,137003,29-Jan-14,137003
2729,8280,28-Jan-14,55409,Staff Salary and benifits,Staff Salary 2012-13,Asst. Commissioner Zonal Office No 06,d£ÉĂªÀj 2013 ªÀ®AiÀÄ PÀbÉĂj £ÀA.06 gÀ°è PÁAiÀÄđ¤ªÀđ»¸ÀÄwÛgÀÄªÀ PÀZÉĂj ¹§âA¢UÀ¼À (00) J¦æĂ¯ï-2013 jAzÁ ªÀiÁZÀđ 2014 gÀ ªÀgÉV£À ªÉĂvÀ£À ©®è.,Staff salary for the Monthe of April-2013 To Mar-2014,29-Jan-14,168264,29-Jan-14,168264
2730,8281,28-Jan-14,55410,Staff Salary and benifits,Staff Salary 2012-13,Asst. Commissioner Zonal Office No 06,d£ÉĂªÀj 2013 ªÀ®AiÀÄ PÀZÉĂj £ÀA.06 gÀ°è PÁAiÀÄđ¤ªÀđ»¸ÀÄwÛĂgÀÄªÀ ¯ÉÆĂPÉÆĂ¥ÀAiÉÆĂV SÁvÉAiÀÄ ¹§âA¢UÀ¼À J¦æĂ¯ï-2013 jAzÁ ªÀiÁZÀđ-2014 gÀ ªÀgÉV£À ªÉĂvÀ£À ©®è.,Staff Salary Bill for the Monthe of April-2013 To Mar-2014,29-Jan-14,42270,29-Jan-14,42270
2731,8282,28-Jan-14,55411,Staff Salary and benifits,Staff Salary 2012-13,Asst. Commissioner Zonal Office No 06,d£ÉĂªÀj 2013  ªÀ®AiÀÄ PÀZÉĂj £ÀA.06 gÀ°è PÁAiÀÄđ¤ªÀđ»¸ÀÄwÛĂgÀÄªÀ DgÉÆĂUÀå SÁvÉAiÀÄ ¹§âA¢UÀ¼À J¦æĂ¯ï-2013 jAzÁ ªÀiÁZÀđ-2014 gÀ ªÀgÉV£À ªÉĂvÀ£À ©®è ¸ÀAzÁAiÀÄ PÀÄjvÀÄ.,Staff Salary Bill for the Monthe of April-2013 To Mar-2014,29-Jan-14,65070,29-Jan-14,65070
2732,8283,28-Jan-14,55412,Staff Salary and benifits,Staff Salary 2012-13,Asst. Commissioner Zonal Office No 06,d£ÉĂªÀj 2013 ªÀ®AiÀÄ PÀbÉĂj £ÀA.06 gÀ°è PÁAiÀÄđ¤ªÀđ»¸ÀÄwÛgÀÄªÀ PÀgÀ SÁvÉ ¹§âA¢UÀ¼À J¦æĂ¯ï-2013 jAzÁ ªÀiÁZÀđ-2014 gÀ ªÀgÉV£À ªÉĂvÀ£À ©®è,Staff Salary April-2013 To Mar-2014,29-Jan-14,184191,29-Jan-14,184191
2733,8284,28-Jan-14,55413,Staff Salary and benifits,Staff Salary 2012-13,Asst. Commissioner Zonal Office No 06,d£ÉĂªÀj 2013 ªÀ®AiÀÄ PÀZÉĂj £ÀA.06 DgÉÆĂUÀå SÁvÉAiÀÄ ¥ËgÀ PÁ«ÄđPÀgÀ J¦æĂ¯ï-2013 jAzÁ ªÀiÁZÀđ-2014 gÀ ªÀgÉV£À ªÉĂvÀ£À ©®è.,Staff Salary Bill For the Monthe of April-2013 To 2014,29-Jan-14,1664485,29-Jan-14,1664485
2734,8262,28-Jan-14,55294,Staff Salary and benifits,Staff Salary 2012-13,Asst. Commissioner Zonal Office No 09,"ªÀ®AiÀÄ PÀZÉĂj £ÀA. 09,gÀ°è ¸ÉĂªÉ ¸À°è¸ÀÄwÛgÀÄªÀ s¹§âA¢UÀ¼À d£ÉĂªÀj 2014 ªÉĂvÀ£À ©®Äè ¸ÀAzÁAiÀÄ PÀÄjvÀÄ.(00)",sal bill,29-Jan-14,125628,29-Jan-14,125628
2735,8261,28-Jan-14,55322,Staff Salary and benifits,Staff Salary 2012-13,Asst. Commissioner Zonal Office No 09,"ªÀ®AiÀÄ PÀZÉĂj £ÀA. 09,gÀ°è ¸ÉĂªÉ ¸À°è¸ÀÄwÛgÀÄªÀ s¹§âA¢UÀ¼À d£ÉĂªÀj 2014 wAUÀ¼À ªÉĂvÀ£À ©®Äè ¸ÀAzÁAiÀÄ PÀÄjvÀÄ.(20)",Sal  bill,29-Jan-14,37465,29-Jan-14,37465
2736,8263,28-Jan-14,55326,Staff Salary and benifits,Staff Salary 2012-13,Asst. Commissioner Zonal Office No 09,"ªÀ®AiÀÄ PÀZÉĂj £ÀA. 09,gÀ°è ¸ÉĂªÉ ¸À°è¸ÀÄwÛgÀÄªÀ s¹§âA¢UÀ¼À d£ÉĂªÀj 2014 ªÉĂvÀ£À ©®Äè ¸ÀAzÁAiÀÄ PÀÄjvÀÄ.(31)",sal bill,29-Jan-14,86421,29-Jan-14,86421
2737,8264,28-Jan-14,55333,Staff Salary and benifits,Staff Salary 2012-13,Asst. Commissioner Zonal Office No 09,"ªÀ®AiÀÄ PÀZÉĂj £ÀA. 09,gÀ°è ¸ÉĂªÉ ¸À°è¸ÀÄwÛgÀÄªÀ s¹§âA¢UÀ¼À d£ÉĂªÀj 2014 ªÉĂvÀ£À ©®Äè ¸ÀAzÁAiÀÄ PÀÄjvÀÄ.(91)",sal bill,29-Jan-14,188468,29-Jan-14,188468
2738,8265,28-Jan-14,55335,Staff Salary and benifits,Staff Salary 2012-13,Asst. Commissioner Zonal Office No 09,d£ÉĂªÀj 2014 ªÀ®AiÀÄ PÀZÉĂj £ÀA.09gÀ ¥ËgÀ PÁ«ÄđPÀgÀ ªÉĂvÀ£À §lªÀqÉ PÀÄjvÀÄ,supl bill,29-Jan-14,609652,29-Jan-14,609652
2739,8464,04-Feb-14,55329,Staff Salary and benifits,Staff Salary 2012-13,Asst. Commissioner Zonal Office No 09,"ªÀ®AiÀÄ PÀZÉĂj £ÀA. 09,gÀ°è ¸ÉĂªÉ ¸À°è¸ÀÄwÛgÀÄªÀ s¹§âA¢UÀ¼À d£ÉĂªÀj 2014 ªÉĂvÀ£À ©®Äè ¸ÀAzÁAiÀÄ PÀÄjvÀÄ.(51)",Supl bill,04-Feb-14,21525,29-Jan-14,21525
2740,8313,28-Jan-14,55314,Staff Salary and benifits,Staff Salary 2012-13,Asst. Commissioner Zonal Office No 10,"00- ªÀ®AiÀÄ PÀZÉĂj £ÀA.10 gÀ°è PÁAiÀÄđ¤ªÀđ""¸ÀÄwÛgÀÄªÀ  D¦üĂ¸ï ¹§âA¢AiÀÄ d£ÉĂªÀj 2013gÀ ªÉĂvÀ£À ©®è.",Office Staff Payment Bill  for the month of   December 2013,29-Jan-14,118900,29-Jan-14,118900
2741,8314,28-Jan-14,55320,Staff Salary and benifits,Staff Salary 2012-13,Asst. Commissioner Zonal Office No 10,"ªÀ®AiÀÄ PÀZÉĂj £ÀA. 10 gÀ°è PÁAiÀÄđ¤ªÀđ""¸ÀÄwÛgÀÄªÀ  ¯ÉÆĂPÉÆĂ¥ÀAiÉÆĂV SÁvÉAiÀÄ  ¹§âA¢AiÀÄ d£ÉĂªÀj 2013gÀ ªÉĂvÀ£À ©®è.",PWD Staff  Bill ,30-Jan-14,41895,29-Jan-14,41895
2742,8318,28-Jan-14,55328,Staff Salary and benifits,Staff Salary 2012-13,Asst. Commissioner Zonal Office No 10,ªÀ®AiÀÄ PÀZÉĂj £ÀA.10 gÀ°è PÁAiÀÄđ¤ªÀđ»¸ÀÄwÛgÀÄªÀ  PÀgÀ SÁvÉAiÀÄ  ¹§âA¢AiÀÄ  d£ÉĂªÀj 2014gÀ ªÉĂvÀ£À,Revenue staff Payment Bill  for the month of  Jan 2014,29-Jan-14,214820,29-Jan-14,214820
2743,8317,28-Jan-14,55325,Staff Salary and benifits,Staff Salary 2012-13,Asst. Commissioner Zonal Office No 10,"ªÀ®AiÀÄ PÀZÉĂj £ÀA. 10 gÀ°è PÁAiÀÄđ¤ªÀđ""¸ÀÄwÛgÀÄªÀ  DgÉÆĂUÀå SÁvÉAiÀÄ  ¹§âA¢AiÀÄ d£ÉĂªÀj 2013gÀ ªÉĂvÀ£À ©®è.",Helath staff Payment  Bill  ,29-Jan-14,916953,29-Jan-14,916953
2744,8233,27-Jan-14,55290,Staff Salary and benifits,Staff Salary 2012-13,Asst. Commissioner Zonal Office No 12 Dharwad,zsÁgÀªÁqÀ «¨ÁUÀzÀ ªÀ®AiÀÄ PÀZÉĂj £ÀA 12gÀ ¸ÁªÀiÁ£Àå DqÀ½vÀ SÁvÉ  ¹§A¢UÀ¼À d£ÉĂªÀj  2014 wAUÀ½£À ªÉĂvÀ£À ©®Äè.,Dharwad division zonal no 12 General Administartion salary bill for the month of January 2014,29-Jan-14,55535,29-Jan-14,55535
2745,8234,27-Jan-14,55285,Staff Salary and benifits,Staff Salary 2012-13,Asst. Commissioner Zonal Office No 12 Dharwad,zsÁgÀªÁqÀ «¨ÁUÀzÀ ªÀ®AiÀÄ PÀZÉĂj £ÀA 12gÀ ¯ÉÆĂPÉÆ¥ÀAiÉÆĂV SÁvÉ  ¹§A¢UÀ¼À d£ÉĂªÀj 2014 wAUÀ½£À ªÉĂvÀ£À ©®Äè.,Dharwad division zonal no 12 Public works General Staff   salary bill for the month of  January 2013,29-Jan-14,97255,29-Jan-14,97255
2746,8235,27-Jan-14,55292,Staff Salary and benifits,Staff Salary 2012-13,Asst. Commissioner Zonal Office No 12 Dharwad,zsÁgÀªÁqÀ «¨ÁUÀzÀ ªÀ®AiÀÄ PÀZÉĂj £ÀA 12gÀ DgÉÆĂUÀå SÁvÉ PÀZÉĂj  ¹§A¢UÀ¼À d£ÉĂªÀj 2014 wAUÀ½£À ªÉĂvÀ£À ©®Äè.,Dharwad division zonal no 12 Health Public Health  Office Staff  salary bill for the month of Jan -2014,29-Jan-14,60257,29-Jan-14,60257
2747,8236,27-Jan-14,55291,Staff Salary and benifits,Staff Salary 2012-13,Asst. Commissioner Zonal Office No 12 Dharwad,zsÁgÀªÁqÀ «¨ÁUÀzÀ ªÀ®AiÀÄ PÀZÉĂj £ÀA 12gÀ PÀgÀSÁvÉ É  ¹§A¢UÀ¼À d£ÉĂªÀj 2014 wAUÀ½£À ªÉĂvÀ£À ©®Äè.,Dharwad division zonal no 12 Revenue Section  salary bill for the month Jan-  2014,29-Jan-14,180384,29-Jan-14,180384
2748,8237,27-Jan-14,55296,Staff Salary and benifits,Staff Salary 2012-13,Asst. Commissioner Zonal Office No 12 Dharwad,zsÁgÀªÁqÀ «¨ÁUÀzÀ ªÀ®AiÀÄ PÀZÉĂj £ÀA 12gÀ DgÉÆĂUÀå SÁvÉ  ¥Ë.PÁ ¹§A¢UÀ¼À d£ÉĂªÀj 2014 wAUÀ½£À ªÉĂvÀ£À ©®Äè.,Dharwad division zonal no 12 Health Public Health  P.K Staff  salary bill for the month of  Jan -2014,29-Jan-14,1138918,29-Jan-14,1138918
2749,8156,23-Jan-14,55286,Staff Salary and benifits,Staff Salary 2012-13,Zonal Officer No.03 DWD,zsÁgÀªÁqÀ «¨sÁUÀzÀ ªÀ®AiÀÄ PÀZÉĂj £ÀA 03gÀ°è PÁAiÀÄđ¤ªÀđ»¸ÀÄwÛgÀÄªÀ  PÀZÉĂj ¹§âA¢AiÀÄªÀgÀ (¸ÁªÀiÁ£Àå DqÀ½vÀ SÁvÉ 00) EªÀgÀÀ d£ÉĂªÀj-2014 wAUÀ½£À  ªÉĂvÀ£À ©®è,"Dharwad Division Zonal no 03  Office Staff   Salary, (General Administration 00) bill for the month January-2014",29-Jan-14,138703,29-Jan-14,138703
2750,8157,23-Jan-14,55279,Staff Salary and benifits,Staff Salary 2012-13,Zonal Officer No.03 DWD,zsÁgÀªÁqÀ «¨sÁUÀzÀ ªÀ®AiÀÄ PÀZÉĂj £ÀA 03gÀ°è PÁAiÀÄđ¤ªÀđ»¸ÀÄwÛgÀÄªÀ PÀZÉĂj ¹§âA¢AiÀÄªÀgÀ (¯ÉÆĂPÉÆĂ¥ÀAiÉÆĂV SÁvÉ 20) EªÀgÀ d£ÉªÀj-2014 wAUÀ½£À  ªÉĂvÀ£À ©®è,"Dharwad Division Zonal no 03   Office Staff   Salary, (P.W.D. 20) bill for the month of January-2014",29-Jan-14,85078,29-Jan-14,85078
2751,8158,23-Jan-14,55287,Staff Salary and benifits,Staff Salary 2012-13,Zonal Officer No.03 DWD,zsÁgÀªÁqÀ «¨sÁUÀzÀ ªÀ®AiÀÄ PÀZÉĂj £ÀA 03gÀ°è PÁAiÀÄđ¤ªÀđ»¸ÀÄwÛgÀÄªÀ PÀZÉĂj ¹§âA¢AiÀÄªÀgÀ (DgÉÆĂUÀå SÁvÉ 31) EªÀgÀ d£ÉĂªÀj-2014wAUÀ½£À  ªÉĂvÀ£À ©®è,"Dharwad Division Zonal no 03   Office Staff   Salary, (Health Publi Health 31) bill for the month of January-2014",28-Jan-14,87620,29-Jan-14,87620
2752,8159,23-Jan-14,55278,Staff Salary and benifits,Staff Salary 2012-13,Zonal Officer No.03 DWD,zsÁgÀªÁqÀ «¨sÁUÀzÀ ªÀ®AiÀÄ PÀZÉĂj £ÀA 03gÀ°è PÁAiÀÄđ¤ªÀđ»¸ÀÄwÛgÀÄªÀ  PÀZÉĂj ¹§âA¢AiÀÄªÀgÀ (PÀgÀSÁvÉ 91) EªÀgÀ d£ÉĂªÀj-2014 wAUÀ½£À  ªÉĂvÀ£À ©®è,"Dharwad Division Zonal no 03    Office Staff   Salary, ( Revenue Property Taxes-91) bill for the month of January-2014",29-Jan-14,126703,29-Jan-14,126703
2753,8155,23-Jan-14,55288,Staff Salary and benifits,Staff Salary 2012-13,Zonal Officer No.03 DWD,zsÁgÀªÁqÀ «¨sÁUÀzÀ ªÀ®AiÀÄ PÀZÉĂj £ÀA 03gÀ°è PÁAiÀÄđ¤ªÀđ»¸ÀÄwÛgÀÄªÀ ¥ËgÀPÁ«ÄđPÀ ¹§âA¢AiÀÄªÀgÀ (DgÉÆĂUÀå SÁvÉ-31) EªÀgÀ   d£ÉĂªÀj-2014 wAUÀ½£À  ªÉĂvÀ£À ©®è,"Dharwad Division  Zonal no 03   P. K.  Staff   Salary, (Health Public Health-31) bill for the month of January-2014",29-Jan-14,344652,29-Jan-14,344652
2754,8149,23-Jan-14,55282,Staff Salary and benifits,Staff Salary 2012-13,Asst. Commissioner Zonal Office No 02,ÀĐªÀ®AiÀÄ PÀZÉĂj £ÀA.2 gÀ°è PÁAiÀÄđ ¤ªÀđ»¸ÀÄwÛgÀÄªÀ PÀZÉĂj ¹§âA¢ ¸ÁªÀiÁ£Àå DqÀ½vÀ «¨sÁUÀ-00 d£ÉªÀj-2014 £ÉĂ wAUÀ¼À ©®Äè.,Zonal office No.2 Office Staff  General Administration Dept - 00  Payment of bill for the Month of Jan-2014,29-Jan-14,142889,29-Jan-14,142889
2755,8151,23-Jan-14,55283,Staff Salary and benifits,Staff Salary 2012-13,Asst. Commissioner Zonal Office No 02,ÀĐªÀ®AiÀÄ PÀZÉĂj £ÀA.2 gÀ°è PÁAiÀÄđ ¤ªÀđ»¸ÀÄwÛgÀÄªÀ PÀZÉĂj ¹§âA¢ ¯ÉÆĂPÉÆĂ¥ÀAiÉÆĂV «¨sÁUÀ-20 d£ÉªÀj-2014 £ÉĂ wAUÀ¼À ©®Äè.,Zonal office No.2 Office Staff  PWD Dept - 20  Payment of bill for the month of  Jan-2014,29-Jan-14,75178,29-Jan-14,75178
2756,8152,23-Jan-14,55295,Staff Salary and benifits,Staff Salary 2012-13,Asst. Commissioner Zonal Office No 02,ÀĐªÀ®AiÀÄ PÀZÉĂj £ÀA.2 gÀ°è PÁAiÀÄđ ¤ªÀđ»¸ÀÄwÛgÀÄªÀ PÀZÉĂj ¹§âA¢ PÀgÀ «¨sÁUÀ-91 ¹§âA¢AiÀÄ d£ÉªÀj-2014 £ÉĂ wAUÀ¼À ©®Äè.,Zonal office No.2 Office Staff  Tax Dept - 91 Payment of bill for the month of Jan- 2014,29-Jan-14,145309,29-Jan-14,145309
2757,8153,23-Jan-14,55299,Staff Salary and benifits,Staff Salary 2012-13,Asst. Commissioner Zonal Office No 02,ÀĐªÀ®AiÀÄ PÀZÉĂj £ÀA.2 gÀ°è PÁAiÀÄđ ¤ªÀđ»¸ÀÄwÛgÀÄªÀ ¥ËgÀ PÁ«ÄđPÀ DgÉÆĂUÀå «¨sÁUÀ-31 ¹§âA¢AiÀÄ d£ÉªÀj-2014 £ÉĂ wAUÀ¼À ©®Äè.,Zonal office No.2 P K Staff  Health Section-31 Payment of bill for the month of Jan- 2014,29-Jan-14,861876,29-Jan-14,861876
2758,8150,23-Jan-14,55356,Staff Salary and benifits,Staff Salary 2012-13,Health Dept Hubli,DgÉÆĂUÀåSÁvÉAiÀÄ ¥ËgÀ PÁ«ÄđPÀgÀ K¦æĂ¯ï 2013 wAUÀ¼À ªÉĂvÀ£À ©®Äè ¸ÀAzÁAiÀÄzÀ PÀÄjvÀÄ,Health Department PKs Staff Pay bill month of April 2013,29-Jan-14,660507,29-Jan-14,660507
2759,8488,04-Feb-14,55802,Staff Salary and benifits,Staff Salary 2012-13,Ex Engineer (IT),d£ÉĂªÀj 2014 ªÉĂvÀ£À ©®Äè,IT Departments Employees Salary for the month of January 2014,04-Feb-14,97870,29-Jan-14,57942
2760,8325,29-Jan-14,55372,Staff Salary and benifits,Staff Salary 2012-13,Health Dept Hubli,DgÉÆĂUÀåSÁvÉ ºÀÄ§â½î «¨sÁUÀzÀ OµÀ¢ü «Ä±ÀæPÀ ¹§âA¢AiÀÄ K¦æĂ¯ï 2013 wAUÀ¼À ªÉĂvÀ£À ©®Äè ¸ÀAzÁAiÀÄzÀ PÀÄjvÀÄ,Health Department Hubli Pharmacists staff Pay bill month of April 2013,29-Jan-14,24785,29-Jan-14,24785
2761,8307,28-Jan-14,55448,Staff Salary and benifits,Staff Salary 2012-13,Pattar D I,«zÀÄåvï SÁvÉAiÀÄ ¹§âA¢AiÀÄ d£ÉĂªÀj 2013£ÉĂ wAUÀ¼À ªÉĂvÀ£À ©¯ï ¸ÀAzÁAiÀÄ PÀÄjvÀÄ.,"Payment for Electrical,  Staff HDMC, Hubli ",29-Jan-14,186961,29-Jan-14,186961
2762,8199,25-Jan-14,55452,Staff Salary and benifits,Staff Salary 2012-13,Central Library,PÉĂAzÀæ UÀæAxÁ®AiÀÄ ¹§âA¢UÀ¼À d£ÉĂªÀj-2013gÀ ¥ÀUÁgÀ ©®è ¸ÀAzÁAiÀÄ,Central Library staff salary bill of the month of January-2014,29-Jan-14,112328,29-Jan-14,112328
2763,8329,29-Jan-14,55362,Staff Salary and benifits,Staff Salary 2012-13,Health Dept Hubli,DgÉÆĂUÀåSÁvÉ d£ÀªÀj 2014 wAUÀ¼À ªÉĂvÀ£À ©®Äè ¸ÀAzÁAiÀÄzÀ PÀÄjvÀÄ,Health Department Hubli Office Staff Pay bill ,29-Jan-14,448015,29-Jan-14,448015
2764,8296,28-Jan-14,55399,Staff Salary and benifits,Staff Salary 2012-13,"Deputy Chief Medical Officer, Ganesh Peth",UÀuÉĂ±À¥ÉĂmÉ zÀªÁSÁ£ÉAiÀÄ ¥ËgÀ PÁ«ÄđPÀ ¹§âA¢AiÀÄ K¦æĂ¯ï-13 jAzÀ ªÀiÁZÀđ-14gÀ ªÀgÉV£À ªÉĂvÀ£ÀzÀ ©®Äè. (e£ÉĂªÀj-14),Pay bill of Ganeshpet hosp. PK staff for April-13 to March-14.,29-Jan-14,17963,29-Jan-14,17963
2765,8231,27-Jan-14,55311,Staff Salary and benifits,Staff Salary 2012-13,"A H O, Myadar Oni Hospital",ªÀiÁåzÁgÀ NtÂ zÀªÁSÁ£ÉAiÀÄ ¥ËgÀ PÁ«ÄđPÀÀ ¹§âA¢AiÀÄ K¦æĂ¯ï-13 jAzÀ ªÀiÁZÀđ-14 gÀªÀgÉV£À ªÉĂvÀ£ÀzÀ ©®Äè. (d£ÉĂªÀj-14),Pay bill  of Madar Oni hosp. for PK Staff April-12 to March-13.,29-Jan-14,18705,29-Jan-14,18705
2766,8240,27-Jan-14,55309,Staff Salary and benifits,Staff Salary 2012-13,"A H O, Myadar Oni Hospital",ªÀiÁåzÁgÀ NtÂ zÀªÁSÁ£ÉAiÀÄ JZï.r.JªÀiï.¹. ¹§âA¢AiÀÄ K¦æĂ¯ï-13 jAzÀ ªÀiÁZÀđ-14 gÀªÀgÉV£À ªÉĂvÀ£ÀzÀ ©®Äè. (d£ÉĂªÀj-14),Pay bill  of Madar Oni hosp. for HDMC. Staff April-13 to March-14.,29-Jan-14,44403,29-Jan-14,44403
2767,8230,27-Jan-14,55293,Staff Salary and benifits,Staff Salary 2012-13,Council Secretry HUB,¥ÀjµÀvï PÁAiÀÄđzÀ²đ PÀbÉĂj ss¹§A¢ƯUÀ¼À d£ÉªÀj 2014 gÀ ªÉĂvÀ£À,Council Secretary office Employee Salary for the month of January 2014,29-Jan-14,588250,29-Jan-14,588250
