S. No,Br. No,Br. Date ,Recid,Main_Category,Passed_Category,Contractor_name,Description_Kan,Description_Eng,Bill Pass Date,Bill Pass Amt,Paid Date,Paid Amt
3655,7851,30-Dec-14,63135,Staff Salary and benifits,Staff Salary 2012-13,Asst. Commissioner Zonal Office No 04 Navanagar.,¸ÀPÁđj ¹§âA¢ ªÉĂvÀ£À r¸ÉA§gï 2014 wAUÀ¼À ªÉĂvÀ£À ©¯ï (20),Govt Staff Salary Bill  ,02-Jan-15,53026,02-Jan-15,53026
3656,8211,09-Jan-15,63826,Staff Salary and benifits,Staff Salary 2012-13,Asst. Commissioner Zonal Office No 05,ªÀ®AiÀÄ PÀZÉĂj £ÀA. 05gÀ°è PÁAiÀÄđ¤ªÀđ»¸ÀÄwÛgÀÄªÀ ¸ÀgÀPÁj £ËPÀgÀgÀ ªÉĂvÀ£À ¸ÀAzÁAiÀÄ PÀÄjvÀÄ (20),Sal bill,09-Jan-15,95413,02-Jan-15,95413
3657,8216,09-Jan-15,63098,Staff Salary and benifits,Staff Salary 2012-13,Zonal Officer 10,"ªÀ. PÀ. £ÀA.10 gÀ°è PÁAiÀÄđ¤ªÀđ""¸ÀÄwÛgÀÄªÀ  ¯ÉÆĂPÉÆĂ¥ÀAiÉÆĂV SÁvÉAiÀÄ ²æĂ JªÀiï. JªÀiï. £ÀzÁ¥sÀ ¸À. D.  ²æĂ ©. PÉ. ®ªÀiÁtÂ ¸À.EA, ²æĂ ©. PÉ. ®ªÀiÁtÂ ¸À.²°è EªÀgÀ r¸ÉA§gÀ gÀ ªÉĂvÀ£À","PWD staff Payment  Sri. M.M. Nadaf, B. K. Lamani A.E, Sri. B. K. Lamani A.Eng, Bill  for the month of   December 2014",09-Jan-15,117791,02-Jan-15,117791
3658,8217,09-Jan-15,63078,Staff Salary and benifits,Staff Salary 2012-13,Chief Medical Officer Ayurvedic Kamankatti Hospital Dwd,PÁªÀÄ£ÀPÀnÖ DAiÀÄÄªÉĂđ¢üPï D¸ÀàvÉæAiÀÄ ¸ÀPÁđgÀ¢AzÀ ¤AiÉÆfvÀ ¹§âA¢AiÀÄ K¦æĂ¯ï-14 jAzÀ ªÀiÁZÀđ-15 gÀªÀgÉV£À ªÉĂvÀ£ÀzÀ ©®Äè. (r¸ÉA§gï-14),Pay bill  of Kamanakatti Ayurvedic hosp. Govt. Staff April-14 to March-15.,09-Jan-15,44094,02-Jan-15,44094
3659,7675,26-Dec-14,68593,Staff Salary and benifits,Staff Salary 2012-13,Chief Auditor,gÁ¯É¥À ¹§âA¢ ²æªÀÄw GµÁ r.ºÀÄ®ªÀÄ¤ ¯ÉPÀ̀ C¢üĂPÀëPÀgÀÄ EªÀgÀ CzsÀå¦đvÀ gÀeÉAiÀÄ ©®Äè ªÀiÁºÉ r¸ÉA§gÀ 2014.,Govt Staff Smt U>D.Hulmani Suptd Surrender bill for the month of December 2014,02-Jan-15,18016,02-Jan-15,18016
3660,8218,09-Jan-15,65823,Staff Salary and benifits,Staff Salary 2012-13,Zonal Officer Zone No.11,"²æĂ. ©. ¸ÀtÚ¥ÀgÀ±ÀÄgÁªÀÄ, ¸ÀºÁAiÀÄPÀ DAiÀÄÄPÀÛgÀÄ, ªÀ®AiÀÄ PÀZÉĂj £ÀA.11, ºÀÄ.zsÁ.ªÀÄ.¥Á°PÉ EªÀgÀ ªÉĂvÀ£À PÀÄjvÀÄ","Salary of Shri.B.Sannaparashuram, Assistant Commissioner, Zonal No.11",09-Jan-15,44697,02-Jan-15,44697
3661,8220,09-Jan-15,63849,Staff Salary and benifits,Staff Salary 2012-13,Zonal Officer Zone No.11,ªÉĂvÀ£À ©®Äè-,"Sri. S.P. Sali, AE  Salary for the month of December 2014",09-Jan-15,50411,02-Jan-15,50411
3662,8221,09-Jan-15,63101,Staff Salary and benifits,Staff Salary 2012-13,EE North,r¸ÉA§gÀ 2014 gÀ ¸ÀgÀPÁj D¢üPÁjUÀ¼À ªÉĂvÀ£À ©®Äè,"  salary bill (Govt. Staff)


",09-Jan-15,43494,02-Jan-15,43494
3663,8224,09-Jan-15,63073,Staff Salary and benifits,Staff Salary 2012-13,"Deputy Chief Medical Officer, Oldhubli HUB",ºÀ¼ÉĂºÀÄ§â½î D¸ÀàvÉæAiÀÄ ¸ÀPÁđgÀ¢AzÀ ¤AiÉÆfvÀ ¹§âA¢AiÀÄ K¦æĂ¯ï-14 jAzÀ ªÀiÁZÀđ-15 gÀªÀgÉV£À ªÉĂvÀ£ÀzÀ ©®Äè.(r¸ÉA§gï-14),Pay bill  of Oldhubli hosp. Govt. Staff April-14 to March-15.,09-Jan-15,118712,02-Jan-15,118712
3664,7934,31-Dec-14,63148,Staff Salary and benifits,Staff Salary 2012-13,Asst. Commissioner Zonal Office No 01 Saptapur Dwd,zsÁgÀªÁqÀ «¨sÁUÀzÀ ªÀ®AiÀÄ PÀZÉĂj £ÀA.1gÀ°è PÁAiÀÄđ¤ªÀđ»¸ÀÄwÛgÀÄªÀ ¸ÀgÀPÁj PÀZÉĂj ¹§âA¢ (¸ÁªÀiÁ£Àå DqÀ½vÀ SÁvÉ 00) EªÀgÀ r¸ÉA§gÀ 2014£ÉĂ wAUÀ½£À ªÉĂvÀ£À ©®è,Dharwad Divisiona Zonal No.1 Govt  Staff (General Administration 00)  Pay bill for the month of  December2014,02-Jan-15,108966,02-Jan-15,108966
3665,8225,09-Jan-15,67810,Staff Salary and benifits,Staff Salary 2012-13,DDTP,"²æĂªÀÄw§¸ÀªÀAw « ¥ÁnĂ® £ÀUÀgÀ AiÉÆĂdPÀgÀÄ, £ÀUÀgÀ AiÉÆĂd£É ±ÁSÉ, ºÀÄ§â½î EªÀgÀ ¢£ÁAPÀ 21-05-2014 jAzÀ 30-09-2014 gÀªÀgÉV£À ªÉĂvÀ£À CAvÀgÀ ©¯ï ¸ÀAzÁAiÀÄzÀ PÀÄjvÀÄ.",supl bill,09-Jan-15,148673,02-Jan-15,148673
3666,8214,09-Jan-15,63120,Staff Salary and benifits,Staff Salary 2012-13,Asst. Commissioner Zonal Office No 06,ªÀ®AiÀÄ PÀZÉĂj £ÀA.06 gÀ°è PÁAiÀÄđ¤ªÀđºÀÄ¸ÀÄwÛgÀÄªÀ (s¸ÀgÀPÁj) (¯ÉÆĂPÉÆĂ¥ÀAiÉÆĂV) SÁvÉ ¹§âA¢UÀ¼À ªÉĂvÀ£À ¸ÀAzÁAiÀÄ PÀÄjvÀÄ.,Regarding Zone-06 Employees (Govt P.W.D 21 ) 2014 Salary Bill For the Month of 01/04/2014 To 31/03/2014,09-Jan-15,67062,02-Jan-15,67062
3667,7351,16-Dec-14,68253,Staff Salary and benifits,Staff Salary 2014-15,Pujar Kollappa P,"²æĂ PÉ.¦. ¥ÀÆeÁgÀ, J.zÀ.¸À EªÀgÀÄ ¨ÉAUÀ¼ÀÆjUÉ CPÉÆÖĂ§gÀzÀ°è  ¥ÀæAiÀiÁtÂ¹zÀ ¥ÀæAiÀiÁt ¨sÀvÉå ©®Äè ¸ÀAzÁAiÀÄ PÀÄjvÀÄ.",Travelling Bill of Shri K.P.Pujar  to Bangalore,25-Dec-14,1530,03-Jan-15,1530
3668,7975,01-Jan-15,63199,Staff Salary and benifits,Staff Salary 2014-15,Jyoti S Kanpet,ºÀÄ-zsÁ ªÀÄ ¥Á°PÉAiÀÄ ¤ªÀÄđ®£ÀUÀgÀ AiÉÆĂd£É CrAiÀÄ°è CPËAnAUï PÀ£À́®ÖAmï JAzÀÄ PÁAiÀÄđ¤ªÀđ»¸ÀÄwÛgÀÄªÀ PÀÄ.eÉÆåĂw J¸ï PÁ£À¥ÉĂl EªÀgÀ ªÉĂvÀ£À ©®Äè ¸ÀAzÁAiÀÄ PÀÄjvÀÄ. r¸ÉA§gï-2014,Nirmal Nagar Accounting Consultant Salary Bill For Month of December-2014,02-Jan-15,9000,03-Jan-15,9000
3669,7944,31-Dec-14,63084,Staff Salary and benifits,Staff Salary 2012-13,Zonal Officer 10,"00- ªÀ®AiÀÄ PÀZÉĂj £ÀA.10 gÀ°è PÁAiÀÄđ¤ªÀđ""¸ÀÄwÛgÀÄªÀ  D¦üĂ¸ï ¹§âA¢AiÀÄ  r¸ÉA§gÀ 2014 gÀ ªÉĂvÀ£À ©®è.",Office Staff Payment Bill  for the month of   DECEMBER   2014,05-Jan-15,135466,05-Jan-15,135466
3670,7945,31-Dec-14,63087,Staff Salary and benifits,Staff Salary 2012-13,Zonal Officer 10,"20- ªÀ®AiÀÄ PÀZÉĂj £ÀA. 10 gÀ°è PÁAiÀÄđ¤ªÀđ""¸ÀÄwÛgÀÄªÀ  ¯ÉÆĂPÉÆĂ¥ÀAiÉÆĂV SÁvÉAiÀÄ  ¹§âA¢AiÀÄ  r¸ÉA§gÀ 2014 gÀ ªÉĂvÀ£À ©®è.",PWD Staff Payment Bill  for the month of   December  2014,05-Jan-15,35424,05-Jan-15,35424
3671,7946,31-Dec-14,63089,Staff Salary and benifits,Staff Salary 2012-13,Zonal Officer 10,"31-  ªÀ®AiÀÄ PÀZÉĂj £ÀA. 10 gÀ°è PÁAiÀÄđ¤ªÀđ""¸ÀÄwÛgÀÄªÀ  DgÉÆĂUÀå SÁvÉAiÀÄ  ¹§âA¢AiÀÄ   r¸ÉA§gÀ 2014 gÀ ªÉĂvÀ£À ©®è.",Health staff Payment Bill  for the month of    December  2014,05-Jan-15,1036909,05-Jan-15,1036909
3672,7947,31-Dec-14,63093,Staff Salary and benifits,Staff Salary 2012-13,Zonal Officer 10,"91- ªÀ®AiÀÄ PÀZÉĂj £ÀA.10 gÀ°è PÁAiÀÄđ¤ªÀđ""¸ÀÄwÛgÀÄªÀ  PÀgÀ SÁvÉAiÀÄ  ¹§âA¢AiÀÄ r¸ÉA§gÀ 2014gÀ ªÉĂvÀ£À",Revenue staff Payment Bill  for the month of  December   2014,05-Jan-15,169954,05-Jan-15,169954
3673,8041,05-Jan-15,63117,Staff Salary and benifits,Staff Salary 2012-13,Zonal Officer Zone No.11,r¸ÉA§gï 2014 ªÀ®AiÀÄ PÀZÉĂj £ÀA.11 D¦üĂ¸À ¹§âA¢AiÀÄ 2014-15 £ÉĂ ¸Á°£À ªÉĂvÀ£À ¸ÀAzÁAiÀÄzÀ PÀÄjvÀÄ,Pay for office staff salary for the year 2014,05-Jan-15,183942,05-Jan-15,183942
3674,8042,05-Jan-15,63119,Staff Salary and benifits,Staff Salary 2012-13,Zonal Officer Zone No.11,r¸ÉA§gï 2014 ªÀ®AiÀÄ PÀZÉĂj £ÀA.11 ¯ÉÆĂPÉÆĂ¥ÀAiÉÆĂV ¹§âA¢AiÀÄ 2014-15 £ÉĂ ¸Á°£À ªÉĂvÀ£À ¸ÀAzÁAiÀÄzÀ PÀÄjvÀÄ,Pay for office PWD staff for the year 2014-15,05-Jan-15,59341,05-Jan-15,59341
3675,8043,05-Jan-15,63121,Staff Salary and benifits,Staff Salary 2012-13,Zonal Officer Zone No.11,r¸ÉA§gï 2014  ªÀ®AiÀÄ PÀZÉĂj £ÀA.11 DgÉÆĂUÀå ¹§âA¢AiÀÄ 2014 £ÉĂ ¸Á°£À ªÉĂvÀ£À ¸ÀAzÁAiÀÄzÀ PÀÄjvÀÄ,Pay for office Health staff for the year 2014-15,05-Jan-15,950315,05-Jan-15,950315
3676,8044,05-Jan-15,63124,Staff Salary and benifits,Staff Salary 2012-13,Zonal Officer Zone No.11,r¸ÉA§gï 2014 ªÀ®AiÀÄ PÀZÉĂj £ÀA.11 PÀgÀ ¹§âA¢AiÀÄ 2014-15 £ÉĂ ¸Á°£À ªÉĂvÀ£À ¸ÀAzÁAiÀÄzÀ PÀÄjvÀÄ,Pay for office Revenue staff for the year 2014-15,05-Jan-15,124687,05-Jan-15,124687
3677,8031,05-Jan-15,68779,Staff Salary and benifits,Staff Salary 2012-13,DDTP,r¸ÉA§gï 2014 ªÉĂvÀ£À ©®Äè,Bill to DDTP office staff for the month of December-2014,05-Jan-15,220534,05-Jan-15,220534
3678,7901,30-Dec-14,63103,Staff Salary and benifits,Staff Salary 2012-13,EE North,r¸ÉA§gï 2014 gÀ ¥Á°PÉ ¹§âA¢UÀ¼ÀÄ  D¢üPÁjUÀ¼À ªÉĂvÀ£À ©®Äè,"Salary bill (Office. Staff)


",05-Jan-15,91847,05-Jan-15,91847
3679,7579,22-Dec-14,68529,Staff Salary and benifits,Staff Salary 2014-15,Basavaraj Heggappa Heggannavar,ªÀ®AiÀÄ PÀZÉĂj £ÀA.06 ²æĂ ©.JZï.ºÉUÀÎtÚªÀgÀ Q.². EªÀgÀ ªÉÊzsÀåQĂAiÀÄ ªÉZÀÑzÀ ªÀÄÄAUÀqÀ ºÀt ºÉÆAzÁtÂPÉ ªÀiÁr ¨sÁQ ºÀt ªÀÄgÀÄ ¸ÀAzÁAiÀÄ PÀÄjvÀÄ.,Regarding Zonal office-06 Medical Bill Advance adjustment related Bill,05-Jan-15,108617,06-Jan-15,75000
3680,8145,07-Jan-15,69001,Staff Salary and benifits,Staff Salary 2014-15,Ramandeep Chowdhary,"«µÉĂ±À ¸ÉĂªÉUÁV PÁ²äĂgÀUÉ vÉgÀ½zÀ DAiÀÄÄPÀÛgÀ ¥ÀæAiÀiÁt ¨sÀvÉå ©®Äè. dÄ¯ÉÊ-14, CUÀµïÖ-14, ¸À¥ÉÖA§gï-2014",TA Bill of Commissioner For Kashmir Special Duty,07-Jan-15,20600,07-Jan-15,20600
3681,8194,08-Jan-15,68517,Staff Salary and benifits,Staff Salary 2012-13,Asst. Commissioner Zonal Office No 06,ªÀ®AiÀÄ PÀZÉĂj £ÀA.06 ²æĂ ºÀÄZÀÑ¥Áà ©. UÀ§ÆâgÀ ¥Ë.PÁ ªÀÄvÀÄÛ ªÀÄgÉĂ¥Áà r. ¸ÉÊzÁ¥ÀÆgÀ EªÀgÀ ªÉĂvÀ£À ¸ÀAzÁAiÀÄ  PÀÄjvÀÄ.,Regarding Zone-06 Nov-2014 Bill Salary...,08-Jan-15,17558,08-Jan-15,17558
3682,8184,08-Jan-15,63240,Staff Salary and benifits,Staff Salary 2012-13,AEE-Electricals Hubli,²æĂªÀÄw gÀd¤ zÉĂ¸Á¬Ä EªÀgÀ ªÉĂvÀ£À ©¯ï ¸ÀAzÁAiÀÄ PÀÄjvÀÄ  r¸ÉA§gï 2014 £ÉĂ wAUÀ¼À,"Payment for Smt.Rajani Desai Telephone operator of HDMC, Electrical Department, Hubli  (2014)",08-Jan-15,17199,08-Jan-15,17199
3683,8196,08-Jan-15,68892,Staff Salary and benifits,Staff Salary 2012-13,Zonal Officer Zone No.11,ªÀ®AiÀÄ PÀZÉĂj £ÀA.11 gÀ ²æĂ. ºÀ£ÀÄªÀÄAvÀ .f. £ÁUÀ£ÀÆgÀ EªÀjUÉ ªÉĂvÀ£À ¸ÀAzÁAiÀÄ ªÀiÁqÀÄªÀ PÀÄjvÀÄ,Salary to Shri.Hanumant .G. Naganur of Zonal No.11,08-Jan-15,1354,08-Jan-15,1354
3684,8185,08-Jan-15,68930,Staff Salary and benifits,Staff Salary 2012-13,"Meter Section, Hubli","«ÄĂlgÀSÁvÉ, ºÀÄ§â½îAiÀÄ5 d£À ¢£ÀUÀÆ° £ËPÀgÀg r¸ÉA§gï-2014gÀ ªÉĂvÀ£À ©®Äè","Meter Section, Hubli 5 nos Daily wages salary bill for the December-2014",08-Jan-15,74375,08-Jan-15,74375
3685,8181,08-Jan-15,63809,Staff Salary and benifits,Staff Salary 2012-13,EE North,r¸ÉA§gï-2014 wAUÀ½£À ªÉĂvÀ£À ¢£ÀUÀÆ° ©®Äè,Daily Uses Monthly salary Bill ,08-Jan-15,17199,08-Jan-15,17199
3686,8183,08-Jan-15,63216,Staff Salary and benifits,Staff Salary 2012-13,Yandigeri S N,²æĂ ¸ÀÄgÉĂ±À AiÀÄArUÉĂj ¢£ÀUÀÆ° ¹¥Á¬Ä EªÀgÀ sr¸ÉA§gÀ 2014 gÀ ªÀiÁºÉAiÀÄ ªÉĂvÀ£À ¸ÀAzÁAiÀÄ PÀÄjvÀÄ,Suresh Yeandigeri daily wages employee salary for the month of December  2014,08-Jan-15,14994,08-Jan-15,14994
3687,8182,08-Jan-15,62807,Staff Salary and benifits,Staff Salary 2012-13,Chief Medical Officer Chitaguppi Hospital Hubli,alUÀÄ¦à D¸ÀàvÉæAiÀÄ ¢£ÀUÀÆ°À ¹§âA¢AiÀÄ K¦æĂ¯ï-14 jAzÀ ªÀiÁZÀđ-15gÀ ªÀgÉV£À ªÉĂvÀ£ÀzÀ ©®Äè. (r¸ÉÉA§gï-14),Pay bill of Chitaguppi hosp. Dailywises staff for April.-14 to March-15.,08-Jan-15,14294,08-Jan-15,14294
3688,8189,08-Jan-15,68921,Staff Salary and benifits,Staff Salary 2012-13,Zonal Officer No.7,ªÀ®AiÀÄ PÀZÉĂj £ÀA:7gÀ ¥ËgÀPÁ«ÄđPÀgÀ 4 ¹§âA¢UÀ¼À ªÉĂvÀ£ÀzÀ ¸À¦èªÉÄAlj ©®Äè-2014,Zonal No: 07 PK staff November supplementary Bill-2014,08-Jan-15,85284,08-Jan-15,85284
3689,8192,08-Jan-15,68828,Staff Salary and benifits,Staff Salary 2012-13,"Meter Section, Hubli","¥ÀgÀ±ÀÄgÁªÀÄ ªÀiÁ£É, J.zÀ.¸À «ÄĂlgÀSÁvÉ ºÀÄ§â½îAiÀÄ EªÀgÀ CUÀµïÖ-2014 ªÀÄvÀÄÛ r¸ÉA§gï 2014 ªÉĂvÀ£À ©®Äè.","Parashuram Mane, S.D.A, Meter Section  Hubli   salary bill  ",12-Jan-15,37277,08-Jan-15,37277
3690,8190,08-Jan-15,68257,Staff Salary and benifits,Staff Salary 2012-13,Asst. Commissioner Zonal Office No 04 Navanagar.,²æĂªÀÄw zÉĂªÀPÀ̀ zÉÆqÀØªÀÄ¤ ¥Ë.PÁ CPÉÆÖĂ§gï-2014 wAUÀ¼À ªÉĂvÀ£À ©¯ï,Smt Devakka Doddamani P.K Staff Oct-2014 Salary Bill,08-Jan-15,20404,08-Jan-15,20404
3691,8191,08-Jan-15,66349,Staff Salary and benifits,Staff Salary 2012-13,Anigol Padmavathi R (FDC),²æĂªÀÄw ¦.Dgï C¤UÉÆĂ¼À (¤ªÀÈvÀÛ ¥ÀæzÀ¸À) EªÀgÀ 3 wAUÀ½£À ªÉĂvÀ£ÁAvÀgÀzÀ ©°è£À PÀÄjvÀÄ.,3 months difference amount of Smt P R Anigol (Rtd. FDC),08-Jan-15,8352,08-Jan-15,8352
3692,8198,08-Jan-15,68937,Staff Salary and benifits,Staff Salary 2012-13,Satappa D Nagnur,ªÀ®AiÀÄ PÀZÉĂj £ÀA.06 ²æĂ ¸ÁvÀ¥Áà r. £ÁUÀ£ÀÆgÀ ªÁºÀ£À ZÁ®PÀ EªÀgÀ £ÀªÀíA§gÀ-2014 gÀ ªÉĂvÀ£À ©®è ¸ÀAzÁAiÀÄ PÀÄjvÀÄ.,Regarding Zone-06 Shri : Satappa D Nagnur Driver Bill for the Monthe of Nov-2014,08-Jan-15,15898,08-Jan-15,15898
3693,7498,20-Dec-14,68501,Staff Salary and benifits,Staff Salary 2014-15,Renuka S. Patil,gÁ¯É¥À ¹§âA¢ ²æĂ gÉĂtÄPÁ J¸ï. ¥ÁnĂ® ¥Àæ.zÀ.¯É.¸À EªÀgÀ £ÀªÉíA§gï 2014 gÀ ¥ÀæAiÀiÁt ¨sÀvÉå ©®è ¸ÀAzÁAiÀÄ PÀÄjvÀÄ.,Govt Staff Smt. Renuka S. Patil FDA Travelling allowance bill foe the month of November 2014,02-Jan-15,660,09-Jan-15,660
3694,7579,22-Dec-14,68529,Staff Salary and benifits,Staff Salary 2014-15,Basavaraj Heggappa Heggannavar,ªÀ®AiÀÄ PÀZÉĂj £ÀA.06 ²æĂ ©.JZï.ºÉUÀÎtÚªÀgÀ Q.². EªÀgÀ ªÉÊzsÀåQĂAiÀÄ ªÉZÀÑzÀ ªÀÄÄAUÀqÀ ºÀt ºÉÆAzÁtÂPÉ ªÀiÁr ¨sÁQ ºÀt ªÀÄgÀÄ ¸ÀAzÁAiÀÄ PÀÄjvÀÄ.,Regarding Zonal office-06 Medical Bill Advance adjustment related Bill,05-Jan-15,108617,09-Jan-15,33617
3695,8055,05-Jan-15,68914,Staff Salary and benifits,Staff Salary 2014-15,Rati V G (SDA),"²æĂ «eÉĂAzÀæ f.gÁn, J.zÀ.¸À. EªÀgÀ ¥ÀwßAiÀÄ ªÉÊzÀåQĂAiÀÄ ªÉZÀÑªÀ£ÀÄß ªÀÄgÀÄ ¥ÁªÀw ªÀiÁqÀÄªÀ PÀÄjvÀÄ.","Medical Reimbursement of wife of Sri Vijendra G Rati, SDA",07-Jan-15,10289,09-Jan-15,10289
3696,8072,05-Jan-15,68943,Staff Salary and benifits,Staff Salary 2014-15,Nimans Hospital Bangalore,²æĂ ©.J¯ï.PÀnÖªÀÄ¤ dªÀiÁzÁgÀ EªÀgÀ ªÀÄUÀ£À ªÉÊzÀåQĂAiÀÄ aQvÉ́UÁV ªÀÄÄAUÀqÀ ºÀt ªÀÄAdÆj PÀÄjvÀÄ.,Bill for the medical Advance of  Shri B.L.Kattimani  (Jamadar) his son,09-Jan-15,100025,09-Jan-15,100025
3697,8274,12-Jan-15,68849,Staff Salary and benifits,Staff Salary,Nalband A M (Driver),zsÁgÀªÁqÀ  «¨sÁUÀzÀ «zÀÄåvï SÁvÉAiÀÄ ªÁºÀ£À ZÁ®PÀ ²æĂ J.JA.£Á®§AzÀ EªÀgÀ r¸ÉA§gÀ-2014 £ÉĂ wAUÀ½£À ªÉĂvÀ£ÀzÀ ©®Äè.,"Electrical Department Dharwad, Shri A.M. Nalbhand Driver Salary Bill for the month of Dec-2014",12-Jan-15,17634,12-Jan-15,17634
3698,8276,12-Jan-15,69122,Staff Salary and benifits,Staff Salary,Meter Section Dharwad,zsÁgÀªÁqÀ «¨ÁUÀzÀ «ÄĂlgÀ SÁvÉAiÀÄ ¢£ÀUÀÄ° £ËPÀgÀgÀ r¸ÉĂA§gÀ 2014£ÉĂ wAUÀ½£À ªÉĂvÀ£ÀzÀ ©®Äè.,Dharwad divsion Meter section Daily wages salary bills for the month of December 2014,12-Jan-15,45487,12-Jan-15,45487
3699,8275,12-Jan-15,69123,Staff Salary and benifits,Staff Salary,Meter Section Dharwad,zsÁgÀªÁqÀ «¨ÁUÀzÀ «ÄĂlgÀ SÁvÉAiÀÄ ²æĂ JªÀiï JªÀiï ZÀªÁít EªÀgÀ 2014-15£ÉĂ ¸Á°£À 15¢ªÀ¸ÀUÀ¼À UÀ½PÉ gÀeÉAiÀÄ£ÀÄß CzsÀå¦đ¹ ©®Äè.,Dharwad divison Meter section Shri M M Chavan 15days  leave salary bill for the year 2014-15,12-Jan-15,25859,12-Jan-15,25859
3700,8045,05-Jan-15,67074,Staff Salary and benifits,Staff Salary 2014-15,SJSRY,J¸ïeÉJ¸ïDgïªÉÊ ¹§âA¢UÀ¼À ¥ÀUÁgÀ ©®è,SJSRY Staff Salary Bill,07-Jan-15,159840,12-Jan-15,159840
3701,5635,18-Oct-14,66965,Staff Salary and benifits,Staff Salary 2012-13,Asst. Commissioner Zonal Office No 01 Saptapur Dwd,ªÀ®AiÀÄ PÀbÉĂj £ÀA 01 gÀ°è PÁAiÀÄđ¤ªÀđ»¹ ¤ªÀÈvÀÛgÁVgÀÄªÀ ²æĂ zÀÄUÀđ¥Àà r UÉÆ®ègÀ EªÀgÀ ªÉĂvÀ£ÁAvÀgÀ ¢£ÁAPÀ ªÉÄĂ 2004 jAzÀ ªÉÄĂ 2014gÀ ªÀgÉV£À ©®Äè.,Pay Arrears bill of shree Durgappa D Gollar retired Pour Karmika,17-Jan-15,280300,17-Jan-15,280300
3702,8394,16-Jan-15,68634,Staff Salary and benifits,Staff Salary 2012-13,Chief Medical Officer Chitaguppi Hospital Hubli,"²æĂªÀÄw dAiÀi²æĂ ¹. ¥ÀÆeÁgÀ, J.zÀ.¸À. alUÀÄ¦à D¸ÀàvÉæ EªÀgÀ gÀeÉAiÀÄ CªÀ¢üAiÀÄ ªÉĂvÀ£À ©®Äè.","Leave salary bill of Smt.Jayashree C. Pujar, SDA, Chitaguppi Hosp. HBl.",17-Jan-15,9657,17-Jan-15,9657
3703,8395,16-Jan-15,68399,Staff Salary and benifits,Staff Salary 2012-13,Manjula D Jadhav,"²æĂªÀÄw JA.r. eÁzsÀªÀ, ¨ÉgÀ¼ÀZÀÄÑUÁgÀw EªÀgÀ «±ÉĂµÀ gÀeÉ £ÀUÀ¢üĂPÀgÀt ©¯ï","Leave encashment bill of Smt M D Jadhav, Typist",17-Jan-15,11745,17-Jan-15,11745
3704,8402,16-Jan-15,69051,Staff Salary and benifits,Staff Salary 2012-13,Superintend Engineer,C¢üĂPÀëPÀ EAd¤ĂAiÀÄgÀ PÀZÉĂjAiÀÄ ²æĂ ¹. ©. ¸ÀªÀzÀwÛ EªÀgÀ ¢£ÁAPÀ:01-10-2014 jAzÀ 31-10-2014 gÀªÀgÉV£À  ªÉĂvÀ£À ©®Äè.,Supl bill,17-Jan-15,17790,17-Jan-15,17790
3705,8418,16-Jan-15,69220,Staff Salary and benifits,Staff Salary 2012-13,Chief Accounts Officer,²æĂªÀÄw gÁzsÁ ¸Áé¢ ºÁUÀÆ ¨sÁUÀå²æ ¨Á®gÉrØ EªÀgÀ CzsÀå¦đvÀ gÀeÉ ªÉĂvÀ£À ©®Äè ¢ 16-12-14 jAzÀ 31-12-14gÀªÀgÉUÉ,Surender bill,17-Jan-15,19641,17-Jan-15,19641
3706,8262,12-Jan-15,69112,Staff Salary and benifits,Staff Salary 2012-13,Asst. Commissioner Zonal Office No 12 Dharwad,zsÁgÀªÁqÀ «¨ÁUÀzÀ ªÀ®AiÀÄ PÀZÉĂj £ÀA 12 ²æĂªÀÄw £ÀA¢¤ ªÁAiÀiï vÁ²¯ÁƯgÀ ¥ÀæzÀ.¸À ¸ÀPÁđj ¤AiÉÆĂfvÀ ¹§âA¢ EªÀgÀ ªÁ¶đPÀ ªÉĂvÀ£À ©®è.,Regarading Increement Difference bill of Govt staff  ( Nandini Tashildar),17-Jan-15,7909,17-Jan-15,7909
3707,8401,16-Jan-15,68402,Staff Salary and benifits,Staff Salary 2012-13,"Meter Section, Hubli","dAiÀÄ¥Àà ZÉ£ÀßUÉĂj, ¦üĂ.PÀÆÀ «ÄĂlgÀSÁvÉ, ºÀÄ§â½î EªÀgÀ £ÀªÀíA§gï 2014 wAUÀ¼À 26 ¢ªÀ¸ÀUÀ¼À ¥ÀjªÀwđvÀ gÀeÉAiÀÄ ©®Äè","Jayappa Channageri, F.C,  Meter Section, Hubli 26  days Cumutted leave bill for the month November 2014",17-Jan-15,14995,17-Jan-15,14995
3708,8397,16-Jan-15,68514,Staff Salary and benifits,Staff Salary 2012-13,"Deputy Chief Medical Officer, Torvigalli, Hu","²æĂªÀÄw £À®èªÁé lUÀgÀUÀÄAn, DAiÀiÁ, vÉÆgÀ«UÀ°è zÀªÁSÁ£É, ºÀÄ§â½î EªÀgÀ gÀeÉAiÀÄ CªÀ¢üAiÀÄ ªÉĂvÀ£À ©®Äè.","Leave salary bill of Smt. Nallavva Tagargunti, Aya,  Torvigalli Hosp. Hbl.",17-Jan-15,15580,17-Jan-15,15580
