S. No,Br. No,Br. Date ,Recid,Main_Category,Passed_Category,Contractor_name,Description_Kan,Description_Eng,Bill Pass Date,Bill Pass Amt,Paid Date,Paid Amt
5195,3694,01-Aug-13,57632,Staff Salary and benifits,Staff Salary 2012-13,Asst. Commissioner Zonal Office No 09,ªÀ.PÀ.£ÀA 9gÀ°è  PÁAiÀÄđ¤ªÀđ»¸ÀÄwÛgÀÄ ²æĂ §gÀ¸ÀªÀgÁd vÀA ªÀiÁgÀÄw CtÂÚUÉĂj (¥Ë.PÁ) EªÀgÀÄ £ÉĂªÀÄPÁw DzÉĂ±ÀzÀ ªÉÄgÉUÉ ¢:21-06-13 gÀAzÀÄ PÀZÉĂj PÉ®¸ÀPÉ̀ ºÁdgÁzÀ ¥ÀæAiÀÄÄPÀÛ ¸ÀzÀjAiÀÄªÀgÀ ¢::21-06-2013 jAzÀ 30-06-2013 ªÀgÉV£À 10 ¢£ÀUÀ¼À ªÉĂvÀ£ÀzÀ ©®Äè.,Staff salary,01-Aug-13,4240,01-Aug-13,4240
5196,3259,18-Jul-13,55294,Staff Salary and benifits,Staff Salary 2012-13,Asst. Commissioner Zonal Office No 09,"ªÀ®AiÀÄ PÀZÉĂj £ÀA. 09,gÀ°è ¸ÉĂªÉ ¸À°è¸ÀÄwÛgÀÄªÀ s¹§âA¢UÀ¼À ªÉÄĂ 2013 (16 ¢£À) ªÀÄvÀÄÛ dÆ£ï 2013 wAUÀ¼À ªÉĂvÀ£À ©®Äè ¸ÀAzÁAiÀÄ PÀÄjvÀÄ.(00)",supl bill,01-Aug-13,22972,01-Aug-13,22972
5197,3351,23-Jul-13,55307,Staff Salary and benifits,Staff Salary 2012-13,Asst. Commissioner Zonal Office No 02,ÀĐªÀ®AiÀÄ PÀZÉĂj £ÀA.2 gÀ°è PÁAiÀÄđ ¤ªÀđ»¸ÀÄwÛgÀÄªÀ PÀZÉĂj ¹§âA¢ ¯ÉÆĂPÉÆĂ¥ÀAiÉÆĂV «¨sÁUÀ-20 dÆ¯ÉÊ 2013 £ÉĂ wAUÀ¼À ©®Äè.,Zonal office No.2 Office Staff  PWD Dept - 20  Payment of bill for the month of Jul -2013,29-Jul-13,46728,02-Aug-13,6313
5198,3366,23-Jul-13,55279,Staff Salary and benifits,Staff Salary 2012-13,Zonal Officer No.03 DWD,zsÁgÀªÁqÀ «¨sÁUÀzÀ ªÀ®AiÀÄ PÀZÉĂj £ÀA 03gÀ°è PÁAiÀÄđ¤ªÀđ»¸ÀÄwÛgÀÄªÀ PÀZÉĂj ¹§âA¢AiÀÄªÀgÀ (¯ÉÆĂPÉÆĂ¥ÀAiÉÆĂV SÁvÉ 20) EªÀgÀ  dÄ¯ÉÊ-2013 wAUÀ½£À  ªÉĂvÀ£À ©®è,"Dharwad Division Zonal no 03   Office Staff   Salary, (P.W.D. 20) bill for the month of July -2013",29-Jul-13,22538,02-Aug-13,2563
5199,3707,02-Aug-13,57420,Staff Salary and benifits,Staff Salary 2012-13,Asst. Commissioner Zonal Office No 05,"¢£ÁAPÀ: 11-6-2013 jAzÀ 30-6-2013gÀ ªÀgÉUÉ 20 ¢ªÀ¸ÀzÀ ªÉĂvÀ£ÀzÀ ©°è£À ¨Á§vÀÄÛ (J.J.ªÀÄÄeÁªÀgÀ, J.zÀ.¸À)",supl bill,02-Aug-13,14234,02-Aug-13,14234
5200,3505,25-Jul-13,55423,Staff Salary and benifits,Staff Salary 2012-13,"Deputy Chief Medical Officer, Oldhubli HUB",£À.PÀÄ.PÀ.PÉĂAzÀæ ºÀ¼ÉĂºÀÄ§â½î D¸ÀàvÉæ ¸ÀPÁđgÀ¢AzÀ ¤AiÉÆĂfvÀ ¹§âA¢AiÀÄ K¦æĂ¯ï-13 jAzÀ ªÀiÁZÀđ-14 gÀªÀgÉV£À ªÉĂvÀ£ÀzÀ ©®Äè. (dÄ¯ÉÊ-13),Pay bill of UFWC Old hubli hosp. Govt.staff for April-13 to March-14.,05-Aug-13,104535,05-Aug-13,104535
5201,3504,25-Jul-13,55422,Staff Salary and benifits,Staff Salary 2012-13,"Deputy Chief Medical Officer, Ganesh Peth",£À.PÀÄ.PÀ.PÉĂAzÀæ UÀuÉĂ±À¥ÉĂmÉ zÀªÁSÁ£ÉAiÀÄ ¸ÀPÁđgÀ¢AzÀ ¤AiÉÆĂfvÀ ¹§âA¢AiÀÄ K¦æĂ¯ï-13 jAzÀ ªÀiÁZÀđ-14gÀ ªÀgÉV£À ªÉĂvÀ£ÀzÀ ©®Äè. (dÄ¯ÉÊ-13),Pay bill of UFWC Ganeshpet hosp. Govt. staff for April-13 to March-14.,05-Aug-13,85548,05-Aug-13,85548
5202,3501,25-Jul-13,55478,Staff Salary and benifits,Staff Salary 2012-13,Deputy C M O Busstand Hosiptal Dharwad,£À.PÀÄ.PÀ.PÉĂAzÀæ ºÉjUÉ D¸ÀàvÉæ §¸ï ¸ÁÖöåAqÀ ºÀwÛgÀ zsÁgÀªÁqÀ ¸ÀPÁđgÀ¢AzÀ ¤AiÉÆĂfvÀ ¹§âA¢AiÀÄ dÄ¯ÉÊ 2013 ªÉĂvÀ£ÀzÀ ©®Äè. (dÄ¯ÉÊ-13),Pay bill of UFWC Bus-Stand  hosp.Dwd. Govt. staff ,05-Aug-13,68565,05-Aug-13,68565
5203,2790,04-Jul-13,57000,Staff Salary and benifits,Staff Salary 2012-13,"Deputy Chief Medical Officer, Ganesh Peth",£À.PÀÄ.PÀ.PÉĂAzÀæ UÀuÉĂ±À¥ÉĂmÉ zÀªÁSÁ£ÉAiÀÄ ¸ÀPÁđgÀ¢AzÀ ¤AiÉÆĂfvÀ ¹§âA¢AiÀÄ ¢: 01-01-13 jAzÀ 30-04-13 gÀ ªÀgÉV£À vÀÄnÖ ¨sÀvÉÛAiÀÄ CAgÀzÀ ©®Äè.,"DA Difference bill of UFWC Ganeshpet Hosp. Hbl. Govt.staff, 01-01-13  to 30-04-13.",05-Aug-13,13292,05-Aug-13,13292
5204,3503,25-Jul-13,55479,Staff Salary and benifits,Staff Salary 2012-13,"Deputy Chief Medical Officer, Oldhubli HUB",£À.PÀÄ.PÀ.PÉĂAzÀæ ºÀ¼ÉĂºÀÄ§â½î D¸ÀàvÉæÀ ¸ÀPÁđgÀ¢AzÀ ¤AiÉÆĂfvÀ ªÉÊzÁå¢üPÁjUÀ¼À K¦æĂ¯ï-13 jAzÀ ªÀiÁZÀđ-14gÀªÀgÉV£À ªÉĂvÀ£ÀzÀ ©®Äè. (dÄ¯ÉÊ-13),Pay bill of UFWC Oldhubli Hosp. Hbl. Govt. staff for the April-13 to March 14.,05-Aug-13,56694,05-Aug-13,56694
5205,2842,05-Jul-13,57160,Staff Salary and benifits,Staff Salary 2012-13,Deputy C M O Busstand Hosiptal Dharwad,"²æĂªÀÄw J¸ï.PÉ. §rUÉĂgÀ, ».ªÀÄ.C.¸À. £À.PÀÄ.PÀ.PÉĂAzÀæ §¸ï ¸ÁÖöåAqÀ ºÀwÛgÀ zsÁgÀªÁqÀ EªÀgÀ ªÀiÁZÀđ-2013gÀ ¥ÀÄgÀªÀuÉ ªÉĂvÀ£À ©®Äè.","Supplimentary Salary bil for the month of March 2013 of Smt. S.K. Badiger, UFWC Bus-stand hosp Dwd.",05-Aug-13,38958,05-Aug-13,38958
5206,3502,25-Jul-13,55473,Staff Salary and benifits,Staff Salary 2012-13,Deputy C M O Busstand Hosiptal Dharwad,ºÉjUÉ D¸ÀàvÉæ §¸ï ¸ÁÖöåAqÀ ºÀwÛgÀ zsÁgÀªÁqÀ JZï.r.JªÀiï.¹. ¹§âA¢AiÀÄ dÄ¯ÉÊ 2013 ªÉĂvÀ£ÀzÀ ©®Äè. (dÄ¯ÉÊ-13),Pay bill of UFWC Bus-Stand  hosp.Dwd. HDMC,05-Aug-13,28850,05-Aug-13,28850
5207,3595,27-Jul-13,57715,Staff Salary and benifits,Staff Salary 2012-13,Patil R N (FDA),²æĂ Dgï. J£ï. ¥ÁnĂ® ¥Àæ.zÀ.¸À EªÀgÀ ¥ÀæAiÀiÁt ¨sÀvÉåAiÀÄ ©®Äè ¸ÀAzÁAiÀÄ ªÀiÁqÀÄªÀ PÀÄjvÀÄ.,Travelling allownce bill of Sri R. N. Patil F.D.A,02-Aug-13,1745,07-Aug-13,1745
5208,3283,20-Jul-13,57540,Staff Salary and benifits,Staff Salary 2012-13,Haveri R F,"²æĂ Dgï.J¥sï. ºÁªÉĂj, ¥Àæ.zÀ.PÀA.¤ EªÀgÀÄ ºÀÄ§â½î¬ÄAzÀ ¨ÉAUÀ¼ÀÆjUÉ ¥ÀæAiÀiÁtÂ¹zÀ ¥ÀæAiÀiÁt ¨sÀvÉå ©®Äè","TA and DA Bill of Sri R F Haveri, FGRI, from Hubli to Bangalore",30-Jul-13,2505,07-Aug-13,2505
5209,3700,01-Aug-13,55561,Staff Salary and benifits,Staff Salary 2012-13,SJSRY,dÄ¯ÉÊ 2013 J¸ïeÉJ¸ïDgïªÉÊ ¹§âA¢UÀ¼À ¥ÀUÁgÀ ©®Äè,SJSRY Staff Salry Bill,08-Aug-13,196475,08-Aug-13,196475
5210,3116,12-Jul-13,57345,Staff Salary and benifits,Staff Salary 2012-13,Agasimani K.H.,gÁ.¯É.¥À. E¯ÁSÉ ¹§âA¢AiÀiÁzÀ ²æĂ PÉ.JZï. CUÀ¹ªÀÄ¤ ¯ÉPÀ̀ C¢üĂPÀëPÀgÀÄ EªÀgÀ dÆ£ï wAUÀ¼ÀzÀ ªÉĂvÀ£À CAvÀgÀ ©¯ï 2013,Govt Staff Sri. K.H. Agashimani Accounts Supt Salary bill for the month of June 2013,08-Aug-13,34550,08-Aug-13,34550
5211,3231,17-Jul-13,57464,Staff Salary and benifits,Staff Salary 2012-13,Ex Engineer (IT),CzsÀå¦đvÀ gÀeÉ ªÉĂvÀ£À ©®Äè,"Surrender bill fo sri s.p. sali, J.E. project dept for the period for 15 days i.e., from 01.06.2013 to 15.06.2013",08-Aug-13,21125,08-Aug-13,21125
5212,3303,22-Jul-13,57533,Staff Salary and benifits,Staff Salary 2012-13,Nagaraj Supt (Account),gÁdå ¯ÉPÀ̀ ¥ÀvÀæ E¯ÁSÉAiÀÄ ¹§âA¢AiÀiÁzÀ ²æĂ £ÁUÀgÁd ¯ÉPÀ̀ C¢üĂPÀëPÀgÀ ªÀiÁºÉ dÆ£À 2013 gÀ ªÉĂvÀ£À ©®è.,Govt. Staff Sri Nagaraj Account Suptd Month of June Salary bill,08-Aug-13,39300,08-Aug-13,39300
5213,3508,25-Jul-13,55393,Staff Salary and benifits,Staff Salary 2012-13,"Deputy Chief Medical Officer, Oldhubli HUB",ºÀ¼ÉĂºÀÄ§â½î D¸ÀàvÉæAiÀÄ ¸ÀPÁđgÀ¢AzÀ ¤AiÉÆĂfvÀ ¹§âA¢AiÀÄ K¦æĂ¯ï-13 jAzÀ ªÀiÁZÀđ-14gÀ ªÀgÉV£À ªÉĂvÀ£ÀzÀ ©®Äè. (dÄ¯ÉÊ-13),Pay bill of Old hubli hosp. Govt. staff for April-13 to March-14. (July-13).,08-Aug-13,97350,08-Aug-13,97350
5214,3640,31-Jul-13,55424,Staff Salary and benifits,Staff Salary 2012-13,EE North,dÄ¯ÉÊ 2013 gÀ ¸ÀgÀPÁj D¢üPÁjUÀ¼À ªÉĂvÀ£À ©®Äè,July 2013 salary bill (Govt. Staff),08-Aug-13,88854,08-Aug-13,88854
5215,3797,06-Aug-13,55546,Staff Salary and benifits,Staff Salary 2012-13,Chief Medical Officer Chitaguppi Hospital Hubli,alUÀÄ¦à D¸ÀàvÉæAiÀÄ ¢£ÀUÀÆ°À ¹§âA¢AiÀÄ K¦æĂ¯ï-13 jAzÀ ªÀiÁZÀđ-14gÀ ªÀgÉV£À ªÉĂvÀ£ÀzÀ ©®Äè. (dÄ¯ÉÊ-13),Pay bill of Chitaguppi hosp. Dailywises staff for April.-13 to March-14.,17-Aug-13,12350,17-Aug-13,12350
5216,3699,01-Aug-13,55508,Staff Salary and benifits,Staff Salary 2012-13,EE North,K¦æ¯ï-2013 wAUÀ½£À ªÉĂvÀ£À ¢£ÀUÀÆ° ªÉĂvÀ£À ©®Äè,Daily Uses Monthly salary Bill for April -2013,17-Aug-13,14850,17-Aug-13,14850
5217,3799,06-Aug-13,55493,Staff Salary and benifits,Staff Salary 2012-13,Yandigeri S N,²æĂ ¸ÀÄgÉĂ±À AiÀÄArUÉĂj ¢£ÀUÀÆ° ¹¥Á¬Ä EªÀgÀ dÄ¯ÉÊ 2013 gÀ ªÀiÁºÉAiÀÄ ªÉĂvÀ£À ¸ÀAzÁAiÀÄ PÀÄjvÀÄ,Suresh Yeandigeri daily wages employee salary for the month of July 2013,17-Aug-13,13050,17-Aug-13,13050
5218,3785,05-Aug-13,55506,Staff Salary and benifits,Staff Salary 2012-13,AEE-Electricals Hubli,²æĂªÀÄw gÀd¤ zÉĂ¸Á¬Ä (zÀÆgÀªÁtÂ ¸ÀºÁAiÀÄPÀgÀÄ) EªÀgÀ 2013 dÄ¯ÉÊ wAUÀ¼À ªÉĂvÀ£À ©®Äè.,Smt.Rajani Desai (Telephone Operator) Payment for the month of July 2013.,17-Aug-13,14850,17-Aug-13,14850
5219,4102,17-Aug-13,57991,Staff Salary and benifits,Staff Salary 2012-13,SJSRY,dÄ¯ÉÊ 2013 J¸ïeÉJ¸ïDgïªÉÊ ¹§âA¢UÀ¼À ªÉĂvÀ£À ©¯ï,Salary Bill of SJSRY Staff,17-Aug-13,82050,28-Aug-13,82050
5220,4567,04-Sep-13,55404,Staff Salary and benifits,Staff Salary 2012-13,Revenue Department,CUÀ¸ÀÖ 2013  PÀAzÁAiÀÄ «¨sÁUÀzÀ ¹§âA¢UÀ¼À ªÉĂvÀ£À ©®è,Revenue office staff slary bill,04-Sep-13,202381,04-Sep-13,202381
5221,4562,04-Sep-13,55371,Staff Salary and benifits,Staff Salary 2012-13,"Deputy Chief Medical Officer, Torvigalli, Hu",vÉÆgÀ«UÀ°è zÀªÁSÁ£ÉAiÀÄ JZï.r.JªÀiï.¹. ¹§âA¢AiÀÄ K¦æĂ¯ï-13 jAzÀ ªÀiÁZÀđ-14 gÀ ªÀgÉV£À ªÉĂvÀ£ÀzÀ ©®Äè. (DUÀ¸ïÖ-13),"Pay bill of Torvigalli Hosp. Hbl, HDMC Staff for the month of April-13 to March-14.",04-Sep-13,141313,04-Sep-13,141313
5222,4475,03-Sep-13,55452,Staff Salary and benifits,Staff Salary 2012-13,Central Library,PÉĂAzÀæ UÀæAxÁ®AiÀÄ ¹§âA¢UÀ¼À CUÀ¸ïÖ-2013gÀ ¥ÀUÁgÀ ©®è ¸ÀAzÁAiÀÄ,Central Library staff salary bill of the month of August-2013,04-Sep-13,103100,04-Sep-13,103100
5223,4478,03-Sep-13,55365,Staff Salary and benifits,Staff Salary 2012-13,Chief Medical Officer Chitaguppi Hospital,alUÀÄ¦à D¸ÀàvÉæAiÀÄ ¥ËgÀ PÁ«ÄđPÀ ¹§âA¢AiÀÄ K¦æĂ¯ï-13 jAzÀ ªÀiÁZÀđ-14gÀªÀgÉV£À ªÉĂvÀ£ÀzÀ ©®Äè. (DUÀ¸ÀÖ-13),Pay bill of Chitaguppi hosp.hbl.PK staff for April-13 to March-14.,04-Sep-13,131639,04-Sep-13,131639
5224,4477,03-Sep-13,55363,Staff Salary and benifits,Staff Salary 2012-13,Chief Medical Officer Chitaguppi Hospital,"alUÀÄ¦à D¸ÀàvÉæAiÀÄ JZï.r.JªÀiï.¹, ¹§âA¢AiÀÄ K¦æĂ¯ï-13 jAzÀ ªÀiÁZÀđ-14gÀªÀgÉV£À ªÉĂvÀ£ÀzÀ ©®Äè. (DUÀ¸ÀÖ-13)",Pay bill of Chitaguppi hosp.hbl. HDMC staff for April-13 to March-14. (July-13).,04-Sep-13,365992,04-Sep-13,365992
5225,4545,04-Sep-13,55441,Staff Salary and benifits,Staff Salary 2012-13,Special Officer,¸ÁªÀđd¤PÀ ¸ÀA¥ÀPÁđ¢üPÁj PÀZÉĂj SÁAiÀÄA 11 ¹§âA¢AiÀÄ CUÀ¸ÀÖ 2013 wAUÀ½£À ªÉĂvÀ£À ©®è PÀÄjvÀÄ.,Public Relation Office 11 employees Salary bill for the month August of 2013,04-Sep-13,222958,04-Sep-13,222958
5226,4487,03-Sep-13,55362,Staff Salary and benifits,Staff Salary 2012-13,Health Dept Hubli,DgÉÆĂUÀåSÁvÉ CUÀ¸ÀÖ  2013 wAUÀ¼À ªÉĂvÀ£À ©®Äè ¸ÀAzÁAiÀÄzÀ PÀÄjvÀÄ,Health Department Hubli Office Staff Pay bill month of Aug 2013,04-Sep-13,432437,04-Sep-13,432437
5227,4422,02-Sep-13,55277,Staff Salary and benifits,Staff Salary 2012-13,Horticulture Dept Hubli,ºÀÄ§â½î «¨sÁUÀzÀ vÉÆĂlUÁjPÉ SÁvÉAiÀÄ ¹§âA¢UÀ¼À DUÀ¸ïÖ 2013 £ÉĂ wAUÀ¼À ªÉĂvÀ£À ©°è£À PÀÄjvÀÄ.,Staff salary for the month of August 2013.,04-Sep-13,580217,04-Sep-13,580217
5228,4523,03-Sep-13,55358,Staff Salary and benifits,Staff Salary 2012-13,Deputy Chief Medical Officer Navanagar Hospital,£ÀªÀ£ÀUÀgÀ D¸ÀàvÉæ JZï.r.JªÀiï.¹. ¹§âA¢AiÀÄ K¦æĂ¯ï-13 jAzÀ ªÀiÁZÀđ-14 gÀªÀgÉV£À ªÉĂvÀ£ÀzÀ ©®Äè. (DUÀ¸ïÖ-13),Pay bill of Navanagar  hosp.Hbl. HDMC staff for April-13 to March-14.(Aug-13),04-Sep-13,53209,04-Sep-13,53209
5229,4516,03-Sep-13,55306,Staff Salary and benifits,Staff Salary 2012-13,Chief Auditor,ªÀÄÄRå ¯ÉPÀ̀¥Àj±ÉÆĂzsÀPÀgÀ PÀZÉĂjAiÀÄ ºÀÄzsÁªÀÄ¥Á°PÉ ¹§âA¢AiÀÄ ªÉĂvÀ£À ©®è ªÀiÁºÉ CUÀ¸ÀÖ 2013,chief Audit office HDMC Staff salary bill for the Month of Aug 2013,04-Sep-13,102335,04-Sep-13,102335
5230,4483,03-Sep-13,55311,Staff Salary and benifits,Staff Salary 2012-13,"A H O, Myadar Oni Hospital",ªÀiÁåzÁgÀ NtÂ zÀªÁSÁ£ÉAiÀÄ ¥ËgÀ PÁ«ÄđPÀÀ ¹§âA¢AiÀÄ K¦æĂ¯ï-13 jAzÀ ªÀiÁZÀđ-14 gÀªÀgÉV£À ªÉĂvÀ£ÀzÀ ©®Äè. (DUÀ¸ïÖ-13),Pay bill  of Madar Oni hosp. for PK Staff April-12 to March-13.,04-Sep-13,17375,04-Sep-13,17375
5231,4482,03-Sep-13,55309,Staff Salary and benifits,Staff Salary 2012-13,"A H O, Myadar Oni Hospital",ªÀiÁåzÁgÀ NtÂ zÀªÁSÁ£ÉAiÀÄ JZï.r.JªÀiï.¹. ¹§âA¢AiÀÄ K¦æĂ¯ï-13 jAzÀ ªÀiÁZÀđ-14 gÀªÀgÉV£À ªÉĂvÀ£ÀzÀ ©®Äè. (DUÀ¸ïÖ-13),Pay bill  of Madar Oni hosp. for HDMC. Staff April-13 to March-14(July-13),04-Sep-13,41288,04-Sep-13,41288
5232,4474,03-Sep-13,55372,Staff Salary and benifits,Staff Salary 2012-13,Health Dept Hubli,DgÉÆĂUÀåSÁvÉ ºÀÄ§â½î «¨sÁUÀzÀ OµÀ¢ü «Ä±ÀæPÀ ¹§âA¢AiÀÄ CUÀ¸ÀÖ 2013  wAUÀ¼À ªÉĂvÀ£À ©®Äè ¸ÀAzÁAiÀÄzÀ PÀÄjvÀÄ,Health Department Hubli Pharmacists staff Pay bill ,04-Sep-13,22975,04-Sep-13,22975
5233,4501,03-Sep-13,55852,Staff Salary and benifits,Staff Salary 2012-13,Chief Accounts Officer,CUÀ¸ÀÖ 2013 ªÉĂvÀ£À ©®Äè ²æĂªÀÄw £ÁUÀgÀvÀß ªÀiÁzÀgÀ,Salary for the month of Aug 2013,04-Sep-13,14150,04-Sep-13,14150
5234,4565,04-Sep-13,55395,Staff Salary and benifits,Staff Salary 2012-13,"Deputy Chief Medical Officer, Oldhubli HUB",ºÀ¼ÉĂºÀÄ§â½î D¸ÀàvÉæAiÀÄ ¥ËgÀ PÁ«ÄđPÀ ¹§âA¢AiÀÄ K¦æĂ¯ï-13 jAzÀ ªÀiÁZÀđ-14gÀ ªÀgÉV£À ªÉĂvÀ£ÀzÀ ©®Äè. (DUÀ¸ïÖ-13),Pay bill of Old hubli hosp.PK staff for April-13 to March-14.,04-Sep-13,52938,04-Sep-13,52938
5235,4507,03-Sep-13,55482,Staff Salary and benifits,Staff Salary 2012-13,DDTP,ªÀÄºÁ£ÀUÀgÀ ¥Á°PÉ¬ÄAzÀ ¤AiÉÆĂf¸ÀàlÖ ¹§âA¢UÀ¼À ªÉĂvÀ£À ©¯ï CUÀ¸ÀÖ 013,sal bill,04-Sep-13,245157,04-Sep-13,245157
5236,4499,03-Sep-13,55293,Staff Salary and benifits,Staff Salary 2012-13,Council Secretry HUB,CUÀ¸ÀÖ 2013 gÀ ªÀiÁºÉAiÀÄ ¥ÀjµÀvï PÁAiÀÄđzÀ²đ PÀbÉĂj ¹§âA¢UÀ¼À ªÉĂvÀ£À,Council Secretary office Employee Salary for the month of  Aug 2013,04-Sep-13,540443,04-Sep-13,540443
5237,4486,03-Sep-13,55399,Staff Salary and benifits,Staff Salary 2012-13,"Deputy Chief Medical Officer, Ganesh Peth",UÀuÉĂ±À¥ÉĂmÉ zÀªÁSÁ£ÉAiÀÄ ¥ËgÀ PÁ«ÄđPÀ ¹§âA¢AiÀÄ K¦æĂ¯ï-13 jAzÀ ªÀiÁZÀđ-14gÀ ªÀgÉV£À ªÉĂvÀ£ÀzÀ ©®Äè. (DUÀ¸ïÖ-13),Pay bill of Ganeshpet hosp. PK staff for April-13 to March-14.,04-Sep-13,31688,04-Sep-13,31688
5238,4543,04-Sep-13,55342,Staff Salary and benifits,Staff Salary 2012-13,Joint Commissioner,"D±ÀæAiÀÄ AiÉÆĂd£ÉAiÀÄ°è PÁAiÀÄđ¤ªÀđ""¸ÀÄwÛgÀÄªÀ ¹§âA¢UÀ¼À ªÉĂvÀ£À ¸ÀAzÁAiÀÄ ©®Äè CUÀ¸ÀÖ 2013£ÉĂ wAUÀ½£À ©®Äè",Staff Salary of Ashraya Yojane  ,04-Sep-13,55851,04-Sep-13,55851
5239,4528,03-Sep-13,55802,Staff Salary and benifits,Staff Salary 2012-13,Ex Engineer (IT),ªÉĂvÀ£À ©®Äè CUÀ¸ÀÖ 2013,IT Departments Employees Salary for the month of August 2013.,04-Sep-13,90375,04-Sep-13,90375
5240,4560,04-Sep-13,55369,Staff Salary and benifits,Staff Salary 2012-13,"Deputy Chief Medical Officer, Torvigalli, Hu",vÉÆgÀ«UÀ°è zÀªÁSÁ£ÉAiÀÄ ¥ËgÀ PÁ«ÄđPÀgÀÀ ¹§âA¢AiÀÄ K¦æĂ¯ï-13 jAzÀ ªÀiÁZÀđ-14 gÀ ªÀgÉV£À ªÉĂvÀ£ÀzÀ ©®Äè. (DUÀ¸ïÖ-13),Pay bill of Torvigalli hosp. PK staff for April-13 to March-14.,04-Sep-13,52250,04-Sep-13,52250
5241,4421,02-Sep-13,55448,Staff Salary and benifits,Staff Salary 2012-13,EE South,«zÀÄåvï SÁvÉAiÀÄ ¹§âA¢AiÀÄ CUÀ¸ÀÖ 2013 £ÉĂ wAUÀ¼À ªÉĂvÀ£À ©¯ï ¸ÀAzÁAiÀÄ PÀÄjvÀÄ.,"Payment for Electrical,  Staff HDMC, Hubli for the month of August 2013",04-Sep-13,170900,04-Sep-13,170900
5242,4420,02-Sep-13,55417,Staff Salary and benifits,Staff Salary 2012-13,EE South,ªÀiºÁ£ÀUÀgÀ ¥Á°PÉAiÀÄ PÁ¤EA (zÀ) PÀZÉĂj ¹§âA¢AiÀÄ CUÀ¸ïÖ-2013 £ÉĂ wAUÀ½£À ªÉĂvÀ£À ©¯ï,HDMC Pay bill for Excutive Engineer (South) staff salary for the August-2013,04-Sep-13,135263,04-Sep-13,135263
5243,4423,02-Sep-13,55419,Staff Salary and benifits,Staff Salary 2012-13,EE South,ªÀÄºÁ£ÀUÀgÀ ¥Á°PÉAiÀÄ FdÄUÉÆĂ¼À ¹§âA¢ PÁAiÀÄđ¤ªÁđºÀPÀ EAf¤ĂAiÀÄgï (zÀQët) PÀZÉĂjAiÀÄ CUÀ¸ïÖ-2013 wAUÀ½£À ªÉĂvÀ£À ©®Äè.,Salary bill of Office Staff of Swiming Pool Executive Engineer (South) Office for the month of Aug-2013,04-Sep-13,129125,04-Sep-13,129125
5244,4425,02-Sep-13,55426,Staff Salary and benifits,Staff Salary 2012-13,Law Department,PÁAiÉÄƯ «¨sÁUÀzÀ ¹§âA¢UÀ¼À CUÀ¸ÀÖ- 2013 £ÉĂ wAUÀ¼À ªÉĂvÀ£À ©®Äè,Law Department Staff Salary Bill for the month of Aug -2013,04-Sep-13,92238,04-Sep-13,92238
5245,4518,03-Sep-13,55480,Staff Salary and benifits,Staff Salary 2012-13,Chief Accounts Officer,PÀZÉĂj ¹§âA¢UÀ¼À ªÉĂvÀ£À ©®Äè CUÀ¸ÀÖ 2013,Off  staff salary for the month of Aug 2013,04-Sep-13,426661,04-Sep-13,426661
5246,4472,03-Sep-13,55376,Staff Salary and benifits,Staff Salary 2012-13,Superintend Engineer,C¢üĂPÀëPÀ EAd¤ĂAiÀÄgÀ PÀZÉĂj ¹§âA¢AiÀÄ CUÀ¸ÀÖ-2013 £ÉĂ wAUÀ½£À ªÉĂvÀ£À ©®Äè.,Paybill of Office staff for the month of Agust-2013,04-Sep-13,188346,04-Sep-13,188346
5247,4563,04-Sep-13,55394,Staff Salary and benifits,Staff Salary 2012-13,"Deputy Chief Medical Officer, Oldhubli HUB",ºÀ¼ÉĂºÀÄ§â½î D¸ÀàvÉæAiÀÄ JZï.r.JªÀiï.¹. ¹§âA¢AiÀÄ K¦æĂ¯ï-13 jAzÀ ªÀiÁZÀđ-14gÀ ªÀgÉV£À ªÉĂvÀ£ÀzÀ ©®Äè. (DUÀ¸ïÖ-13),Pay bill of Old hubli hosp. HDMC staff for April-13 to March-14.,04-Sep-13,267296,04-Sep-13,267296
5248,4566,04-Sep-13,55407,Staff Salary and benifits,Staff Salary 2012-13,Revenue Department,CUÀ¸ÀÖ 2013 PÀAzÁAiÀÄ «¨sÁUÀzÀ (ªÀiÁgÀÄPÀmÉÖ) ¹§âA¢üUÀ¼À ªÉĂvÀ£À ©®è,Revenue office staff (Mkt) slary bill,04-Sep-13,249233,04-Sep-13,249233
5249,4485,03-Sep-13,55397,Staff Salary and benifits,Staff Salary 2012-13,"Deputy Chief Medical Officer, Ganesh Peth",UÀuÉĂ±À¥ÉĂmÉ zÀªÁSÁ£ÉAiÀÄ JZï.r.JªÀiï.¹. ¹§âA¢AiÀÄ K¦æĂ¯ï-13 jAzÀ ªÀiÁZÀđ-14gÀ ªÀgÉV£À ªÉĂvÀ£ÀzÀ ©®Äè. (DUÀ¸ïÖ-13),Pay bill of Ganeshpet hosp. HDMC staff for April-13 to March-14. (Aug-13).,04-Sep-13,55501,04-Sep-13,55501
5250,4495,03-Sep-13,55432,Staff Salary and benifits,Staff Salary 2012-13,EE North,CUÀ¸ÀÖ  2013gÀ ¥Á°PÉ ¹§âA¢UÀ¼ÀÄ  D¢üPÁjUÀ¼À ªÉĂvÀ£À ©®Äè,salary bill (Office. Staff),04-Sep-13,103614,04-Sep-13,103614
