S. No,Br. No,Br. Date ,Recid,Main_Category,Passed_Category,Contractor_name,Description_Kan,Description_Eng,Bill Pass Date,Bill Pass Amt,Paid Date,Paid Amt
7860,5315,05-Oct-12,50835,Staff Salary and benifits,Staff Salary 2012-13,Haveri R F,"²æĂ Dgï.J¥sï. ºÁªÉĂj, ¥Àæ.zÀ.¸À. EªÀgÀÄ ºÀÄ§â½î¬ÄAzÀ ¨ÉAUÀ¼ÀÆjUÉ ¥ÀæAiÀiÁtÂ¹zÀ ¥ÀæAiÀiÁt ¨sÀvÉå ©®Äè 23-8-2012 jAzÀ 25-8-2012",TA Bill of Shri R F Haveri FDA from Hubli to Bangalore,19-Oct-12,1355,03-Nov-12,1355
7861,5316,05-Oct-12,50836,Staff Salary and benifits,Staff Salary 2012-13,Bhandari P K,"²æĂ ¦.PÉ. ¨sÀAqÁj, C¢üĂPÀëPÀ EªÀgÀÄ ºÀÄ§â½î¬ÄAzÀ ¨ÉAUÀ¼ÀÆjUÉ ¥ÀæAiÀiÁtÂ¹zÀ ¥ÀæAiÀiÁt ¨sÀvÉå ©®Äè 10-9-2012 jAzÀ 12-9-2012",TA Bill of Shri P K Bhangari Suptd from Hubli to Bangalore,19-Oct-12,1450,03-Nov-12,1450
7862,4867,21-Sep-12,50570,Staff Salary and benifits,Staff Salary 2012-13,Kavatekar T M (FDC),ÀĐªÀ®AiÀÄ PÀZÉĂj £ÀA.5 ²æĂ n.JA. PÀªÀoÉĂPÀgÀ EªÀjUÉ ¥ÀæªÁ¸À ¨sÀvÉÛ ¸ÀAzÁAiÀÄzÀ PÀÄjvÀÄ,Zonal No.5 Shree T.M.Kavatekar Travelling Allowance bill,31-Oct-12,1355,03-Nov-12,1355
7863,6026,31-Oct-12,50571,Staff Salary and benifits,Staff Salary 2012-13,Kavatekar T M (FDC),ªÀ®AiÀÄ PÀZÉĂj £ÀA.05 ²æĂ n.JA. PÀªÀoÉĂPÀgÀ ¥Àæ.zÀ.¸À. EªÀgÀ ¥ÀæªÁ¸À ¨sÀvÉÛ ¸ÀAzÁAiÀÄ ªÀiÁqÀÄªÀ PÀÄjvÀÄ,travelling allowance for Shri T.M.Kavatekar,31-Oct-12,1355,03-Nov-12,1355
7864,6014,31-Oct-12,51320,Staff Salary and benifits,Staff Salary 2012-13,Gori G A,"²æĂ f.J. UÉÆĂj, qÉæĂ¸Àgï, alUÀÄ¦à D¸ÀàvÉæ ºÀÄ§â½î EªÀgÀ C£ÁgÉÆĂUÀåzÀ ¤«ÄvÀÛ ªÉÊzÀåQĂAiÀÄ ªÉZÀÑzÀ ªÀÄgÀÄ¥ÁªÀwAiÀÄ ©®Äè.","Medical Reimbursement bill of Shri G.A. Gori, Dresser, Chitaguppi Hosp.Hubli.",03-Nov-12,5763,05-Nov-12,5763
7865,4301,31-Aug-12,50136,Staff Salary and benifits,Staff Salary 2012-13,"Deputy Chief Medical Officer, Oldhubli HUB",£À.PÀÄ.PÀ.PÉĂAzÀæ ºÀ¼ÉĂºÀÄ§â½î D¸ÀàvÉæ ¸ÀPÁđgÀ¢AzÀ ¤AiÉÆĂfvÀ ªÀÄÄRå ªÉÊzÁå¢üPÁjUÀ¼À DUÀ¸ïÖ-12 gÀ ªÉĂvÀ£ÀzÀ ©®Äè.,Pay bill of UFWC Old Hubli Hosp. CMO for the month of Aug.12.,05-Nov-12,56694,05-Nov-12,56694
7866,5149,28-Sep-12,50701,Staff Salary and benifits,Staff Salary 2012-13,"Deputy Chief Medical Officer, Oldhubli HUB",£À.PÀÄ.PÀ.PÉĂAzÀæ ºÀ¼ÉĂºÀÄ§â½î D¸ÀàvÉæAiÀÄ ªÉÊzÁå¢üPÁjUÀ¼À ¸À¥ÉÖA§gï-12gÀ ªÉĂvÀ£ÀzÀ ©®Äè.,Payment of UFWC Old Hubli Hospital Hubli for the month of Sept.12.,05-Nov-12,56694,05-Nov-12,56694
7867,5139,28-Sep-12,48345,Staff Salary and benifits,Staff Salary 2012-13,"Deputy Chief Medical Officer, Oldhubli HUB",£À.PÀÄ.PÀ.PÉĂAzÀæ ºÀ¼ÉĂºÀÄ§â½î D¸ÀàvÉæ ¸ÀPÁđgÀ¢AzÀ ¤AiÉÆĂfvÀ. ¹§âA¢AiÀÄ K¦æĂ¯ï-11 jAzÀ ªÀiÁZÀđ-12 gÀªÀgÉV£À ªÉĂvÀ£ÀzÀ ©®Äè. (¸À¥ÉÖA§gï-12),Pay bill of UFWC Old hubli hosp. Govt.staff for April-12 to March-13.(Sept.-.12),05-Nov-12,94683,05-Nov-12,94683
7868,5141,28-Sep-12,47809,Staff Salary and benifits,Staff Salary 2012-13,"Deputy Chief Medical Officer, Ganesh Peth",£À.PÀÄ.PÀ.PÉĂAzÀæ UÀuÉĂ±À¥ÉĂmÉ zÀªÁSÁ£ÉAiÀÄ ¸ÀPÁđgÀ¢AzÀ ¤AiÉÆĂfvÀ ¹§âA¢AiÀÄ K¦æĂ¯ï-12 jAzÀ ªÀiÁZÀđ-13gÀ ªÀgÉV£À ªÉĂvÀ£ÀzÀ ©®Äè. (¸À¥ÉÖA§gï-12),Pay bill of UFWC Ganeshpet hosp. Govt. staff for April-12 to March-13. (Sept..-12).,06-Nov-12,78170,05-Nov-12,78170
7869,4918,24-Sep-12,47697,Staff Salary and benifits,Staff Salary 2012-13,Deputy C M O Busstand Hosiptal Dharwad,£À.PÀÄ.PÀ.PÉĂAzÀæ ºÉjUÉ D¸ÀàvÉæ §¸ï ¸ÁÖöåAqÀ ºÀwÛgÀ zsÁgÀªÁqÀzÀ ¸ÀPÁđgÀ¢AzÀ ¤AiÉÆĂfvÀ ¹§âA¢AiÀÄ K¦æĂ¯ï-12 jAzÀ ªÀiÁZÀđ-13 gÀªÀgÉV£À ªÉĂvÀ£ÀzÀ ©®Äè. (¸À¥ÉÖA§gï-12),Pay bill of UFWC Bus-Stand  hosp.Dwd. Govt. staff for April-112 to March-13. (Sept.-12),05-Nov-12,99634,05-Nov-12,99634
7870,4919,24-Sep-12,47693,Staff Salary and benifits,Staff Salary 2012-13,Deputy C M O Busstand Hosiptal Dharwad,£À.PÀÄ.PÀ.PÉĂAzÀæ ºÉjUÉ D¸ÀàvÉæ §¸ï ¸ÁÖöåAqÀ ºÀwÛgÀ zsÁgÀªÁqÀzÀ JZï.r.JªÀiï.¹. ¹§âA¢AiÀÄ K¦æĂ¯ï-12 jAzÀ ªÀiÁZÀđ-13 gÀªÀgÉV£À ªÉĂvÀ£ÀzÀ ©®Äè. (¸À¥ÉÖA§gï-12),Pay bill of UFWC Bus-Stand  hosp.Dwd. HDMC staff for April-11 to March-12. (Sept.-12),05-Nov-12,26798,05-Nov-12,26798
7871,4300,31-Aug-12,48345,Staff Salary and benifits,Staff Salary 2012-13,"Deputy Chief Medical Officer, Oldhubli HUB",£À.PÀÄ.PÀ.PÉĂAzÀæ ºÀ¼ÉĂºÀÄ§â½î D¸ÀàvÉæ ¸ÀPÁđgÀ¢AzÀ ¤AiÉÆĂfvÀ. ¹§âA¢AiÀÄ K¦æĂ¯ï-11 jAzÀ ªÀiÁZÀđ-12 gÀªÀgÉV£À ªÉĂvÀ£ÀzÀ ©®Äè. (DUÀ¸ïÖ-12),Pay bill of UFWC Old hubli hosp. Govt.staff for April-12 to March-13.(Aug.-.12),05-Nov-12,94683,05-Nov-12,94683
7872,4299,31-Aug-12,47809,Staff Salary and benifits,Staff Salary 2012-13,"Deputy Chief Medical Officer, Ganesh Peth",£À.PÀÄ.PÀ.PÉĂAzÀæ UÀuÉĂ±À¥ÉĂmÉ zÀªÁSÁ£ÉAiÀÄ ¸ÀPÁđgÀ¢AzÀ ¤AiÉÆĂfvÀ ¹§âA¢AiÀÄ K¦æĂ¯ï-12 jAzÀ ªÀiÁZÀđ-13gÀ ªÀgÉV£À ªÉĂvÀ£ÀzÀ ©®Äè. (DUÀ¸ïÖ-12),Pay bill of UFWC Ganeshpet hosp. Govt. staff for April-12 to March-13. (Aug.-12).,05-Nov-12,78170,05-Nov-12,78170
7873,4141,27-Aug-12,47697,Staff Salary and benifits,Staff Salary 2012-13,Deputy C M O Busstand Hosiptal Dharwad,£À.PÀÄ.PÀ.PÉĂAzÀæ ºÉjUÉ D¸ÀàvÉæ §¸ï ¸ÁÖöåAqÀ ºÀwÛgÀ zsÁgÀªÁqÀzÀ ¸ÀPÁđgÀ¢AzÀ ¤AiÉÆĂfvÀ ¹§âA¢AiÀÄ K¦æĂ¯ï-12 jAzÀ ªÀiÁZÀđ-13 gÀªÀgÉV£À ªÉĂvÀ£ÀzÀ ©®Äè. (DUÀ¸ïÖ-12),Pay bill of UFWC Bus-Stand  hosp.Dwd. Govt. staff for April-112 to March-13. (Aug.-12),05-Nov-12,99634,05-Nov-12,99634
7874,4643,11-Sep-12,47693,Staff Salary and benifits,Staff Salary 2012-13,Deputy C M O Busstand Hosiptal Dharwad,£À.PÀÄ.PÀ.PÉĂAzÀæ ºÉjUÉ D¸ÀàvÉæ §¸ï ¸ÁÖöåAqÀ ºÀwÛgÀ zsÁgÀªÁqÀzÀ JZï.r.JªÀiï.¹. ¹§âA¢AiÀÄ K¦æĂ¯ï-12 jAzÀ ªÀiÁZÀđ-13 gÀªÀgÉV£À ªÉĂvÀ£ÀzÀ ©®Äè. (DUÀ¸ïÖ-12),Pay bill of UFWC Bus-Stand  hosp.Dwd. HDMC staff for April-11 to March-12. (Aug.-12),05-Nov-12,26798,05-Nov-12,26798
7875,6082,03-Nov-12,47926,Staff Salary and benifits,Staff Salary 2012-13,EE North,CPÉÆÖĂ§gï-2012 wAUÀ½£À ªÉĂvÀ£À ¢£ÀUÀÆ° £ËPÀgÀgÀ ©®Äè,Daily Uses Monthly salary Bill for Oct 2012,06-Nov-12,13806,06-Nov-12,13806
7876,6121,05-Nov-12,47879,Staff Salary and benifits,Staff Salary 2012-13,Asst Ex Engineer (Ele) Hubli,²æĂªÀÄw gÀd¤ zÉĂ¸Á¬Ä (zÀÆgÀªÁtÂ ¸ÀºÁAiÀÄPÀgÀÄ) EªÀgÀ CPÉÆÖĂ§gï 2012wAUÀ¼À ªÉĂvÀ£À ©®Äè.,Smt.Rajani Desai (Telephone Operator) Payment for the month of April 2012.,06-Nov-12,13806,06-Nov-12,13806
7877,6124,06-Nov-12,47875,Staff Salary and benifits,Staff Salary 2012-13,Yandigeri S N,¸ÀÄgÉĂ±À AiÀÄArUÉĂj EªÀgÀ CPÉÆÖĂ§gÀ -2012 wAUÀ¼À ªÉĂvÀ£À ©®Äè.,Suresh Yendigeri bill for the month of  October -2012,06-Nov-12,12186,06-Nov-12,12186
7878,6127,06-Nov-12,51404,Staff Salary and benifits,Staff Salary 2012-13,Yandigeri S N,¸ÀÄgÉĂ±À AiÀÄArUÉĂj EªÀgÀ vÀÄnÖ¨sÀvÉå ªÉĂvÀ£À CAvÀgÀ ©®Äè,Dearness Allowance of suresh Yandigeri,06-Nov-12,1536,06-Nov-12,1536
7879,5847,19-Oct-12,51099,Staff Salary and benifits,Staff Salary 2012-13,R.R.Kumandan,¸À¥ÉÖA§gï-2012 wAUÀ¼À ªÉĂvÀ£À ªÀÈ¢ƯAiÀÄ CAvÀgÀzÀ ©®è,Difference bill,06-Nov-12,464,06-Nov-12,464
7880,6031,31-Oct-12,51272,Staff Salary and benifits,Staff Salary 2012-13,"Meter Section, Hubli","1) JªÀiï.Dgï. ±ÉĂR, ¦üĂ.PÀÆÀ 2) n.ºÉZï. »gÉĂ£ÀÆgÀØ, J.zÀ.¸À, 3) «®́£ï.r. ¥Á¥ÀvÉÆĂn, J.zÀ.¸À «ÄĂlgÀSÁvÉ ºÀÄ§â½î EªÀgÀ  ¥ÀjªÀwđvÀ gÀeÉAiÀÄ ©®Äè","1) M.R.Shek, FC  2) T.H.Hirenur, SDA, 3) W.D. Papatoti, SDA Meter Section  Hubli    Cumutted leave bill",06-Nov-12,60332,06-Nov-12,60332
7881,6032,31-Oct-12,51271,Staff Salary and benifits,Staff Salary 2012-13,"Meter Section, Hubli","JªÀiï. J. ¨ÁåºÀnÖ, ¦üĂ.PÀÆ, «ÄĂlgÀSÁvÉ, ºÀÄ§â½î EªÀgÀ CPÉÆÖĂ§gï-2012 gÀªÀgÉV£À ªÉĂvÀ£À ©®Äè","M.A. Byahatti, F.C,  Meter Section  Hubli  salary bill for the month of October-2012",06-Nov-12,5156,06-Nov-12,5156
7882,6145,06-Nov-12,51469,Staff Salary and benifits,Staff Salary 2012-13,Chief Accounts Officer,¢. 1-7-12 jAzÀ 31-10-12 gÀªÀgÉV£À vÀÄnÖ ¨sÀvÉÛ  CAvÀgÀ ©®Äè,DA diff bill of office staff,06-Nov-12,66302,06-Nov-12,66302
7883,6125,06-Nov-12,51405,Staff Salary and benifits,Staff Salary 2012-13,Council Secretary,¥ÀjµÀvï PÁAiÀÄđzÀ²đ PÀZÉĂjAiÀÄ ¹§âA¢UÀ¼À vÀÄnÖ ¨sÀvÉÛ  CAvÀgÀ ©®Äè,Dearness allowance of staff employees,06-Nov-12,76839,06-Nov-12,76839
7884,5849,19-Oct-12,51134,Staff Salary and benifits,Staff Salary 2012-13,B R Kampli,²æĂ ©.Dgï PÀA¦è vÉÆĂnUÀ EªÀgÀ ºÀQ̀£À gÀeÉAiÀÄ ªÉĂvÀ£À ©®Äè.,"Leave encashment bill of Shri B.R Kampli, Gardener.",06-Nov-12,6428,06-Nov-12,6428
7885,5983,26-Oct-12,51185,Staff Salary and benifits,Staff Salary 2012-13,Anigol Padmavathi R (FDC),²æĂªÀÄw ¦.Dgï C¤UÉÆĂ¼À ¥Àæ.zÀ.¸À EªÀgÀ 6£ÉĂ ªÉĂvÀ£ÀzÀ 3 wAUÀ½£À CAvÀgÀzÀ ©®Äè,"6th Pay 3 months difference amount of Smt. P.R Annigole, F.D.A.",06-Nov-12,5400,06-Nov-12,5400
7886,4649,11-Sep-12,50394,Staff Salary and benifits,Staff Salary 2012-13,Asst. Commissioner Zonal Office No 01 Saptapur Dwd,ªÀ®AiÀÄ PÀbÉĂj £ÀA 01gÀ°è PÁAiÀÄđ¤ªÀđ»¹ ¤ªÀÈwÛAiÀiÁzÀ ²æĂ JªÀiï f vÀ®ªÁ¬Ä EªÀgÀ UÀ½PÉ gÀeÉAiÀÄ£ÀÄß CzsÀå¦đ¹ £ÀUÀ¢ĂPÀgÀtzÀ ©¯ï,Regarding leave encashment of retired W. O. of zone no 01 shri M G Talavai,06-Nov-12,35514,06-Nov-12,35514
7887,5616,12-Oct-12,51079,Staff Salary and benifits,Staff Salary 2012-13,Asst. Commissioner Zonal Office No 01 Saptapur Dwd,ªÀ®AiÀÄ PÀbÉĂj £ÀA 01gÀ°è PÁAiÀÄđ¤ªÀđ»¸ÀÄwÛgÀÄªÀ ²æĂ J¯ï J¸ï ºÀÄvÀUÉÆtÚªÀgÀ EªÀgÀ ªÉĂvÀ£À ªÀÈ¢̃ CAvÀgÀzÀ ªÉĂvÀ£À,Regarding increament defference of LS Hutagonnavar,06-Nov-12,2436,06-Nov-12,2436
7888,5839,19-Oct-12,51214,Staff Salary and benifits,Staff Salary 2012-13,Zonal Officer No.2,zsÁ « ªÀPÀ£ÀA.2 ¯ÉÆĂPÉÆĂ¥ÀAiÉÆĂVSÁvÉ-20 gÀ°è PÁAiÀÄđ ¤ªÀđ»¸ÀÄwÛgÀÄªÀ ¹§âA¢AiÀÄªÀgÀ 6£ÉĂ ªÉĂvÀ£À±ÉæĂtÂ CAvÀgÀzÀ ©®Äè.,Payment of 6th pay Diffrenece bill of PWD staff of Z No.2 Dharwad,06-Nov-12,18312,06-Nov-12,18312
7889,6078,03-Nov-12,51365,Staff Salary and benifits,Staff Salary 2012-13,Zonal Officer No.03 DWD,"zsÁgÀªÁqÀ «¨sÁUÀ ªÀ®AiÀÄ PÀZÉĂj £ÀA.3gÀ°è PÁAiÀÄđ¤ªÀđ»¸ÀÄwÛgÀÄªÀ ²æĂ. ²æĂzsÀgÀ. «í. ¸ÀºÁAiÀÄPÀ DAiÀÄÄPÀÛgÀÄ, EªÀgÀ CzsÀå¦đvÀ gÀeÉ ªÉĂvÀ£À ©®è ¢: 1-9-2012 jAzÀ 30-9-2012gÀªÀgÉUÉ  (¸ÁªÀiÁ£Àå DqÀ½vÀ SÁvÉ 00)",Dharwad Division Sri. Shridhar. V. Assistant Commissioner Zonal No.3 office staff surrender bill for the month of 1-9-2012 to 30-9-2012 (General Administration 00),06-Nov-12,40570,06-Nov-12,40570
7890,5844,19-Oct-12,50989,Staff Salary and benifits,Staff Salary 2012-13,Asst. Commissioner Zonal Office No 04 Navanagar.,²æĂ GªÉÄĂ±À JA ªÀÄ£ÀUÀÆ½. J.zÀ.¸À CªÀiÁ£ÀvÀ EªÀgÀ fĂªÀ£ÁA±ÀPÀ ¨sÀvÉå ©¯ï ¸À¥ÉÖA§gï-2012,Shri Umesh M. Managuli. D.S.C,06-Nov-12,7889,06-Nov-12,7889
7891,5984,26-Oct-12,51256,Staff Salary and benifits,Staff Salary 2012-13,Asst. Commissioner Zonal Office No 04 Navanagar.,¥sÀQ̀ĂgÀ¥Àà AiÀÄ. PÉ¼ÀUÉĂj ¥Ë.PÁ EªÀgÀ ªÉÄĂ wAUÀ¼À°è PÁAiÀÄđ ¤ªÀđ»¹zÀÄƯ 15 ¢£ÀzÀ ªÉĂvÀ£À ºÁUÀÆ gÀeÁ 16 ¢£ÀzÀ ©¯ï PÀÄjvÀÄ,Month of May - 2012 Salary Bill & Leave Bill,06-Nov-12,14170,06-Nov-12,14170
7892,5131,27-Sep-12,50572,Staff Salary and benifits,Staff Salary 2012-13,Arati G Avannavar(SDC),ªÀ®AiÀÄ PÀbÉĂj £ÀA.06 PÀÄªÀiÁj DgÀw f. CªÀtÚªÀgÀ EªÀgÀ CzsÀå¦đvÀ gÀeÉ £ÀUÀ¢üPÀgÀt ªÉĂvÀ£À ©®è ¸ÀAzÁAiÀÄ PÀÄjvÀÄ.,supl bill,06-Nov-12,13938,06-Nov-12,13938
7893,5132,27-Sep-12,50591,Staff Salary and benifits,Staff Salary 2012-13,Azaruddin Kunnibavi (PK),ªÀ®AiÀÄ PÀbÉĂj £ÀA.06 ²æĂ CdgÀÄ¢ƯĂ£ï PÀÄ¤ß¨Á« ¥Ë.PÁ EªÀgÀ CzsÀAiÀÄ¦đvÀ gÀeÉ £ÀUÀ¢üPÀgÀt ªÉĂvÀ£À ©®è ¸ÀAzÁAiÀÄ PÀÄjvÀÄ.,supl bill,06-Nov-12,11618,06-Nov-12,11618
7894,5895,22-Oct-12,51119,Staff Salary and benifits,Staff Salary 2012-13,Asst. Commissioner Zonal Office No 06,ªÀ®AiÀÄ PÀZÉĂj £ÀA.06 1) ¸ÀAvÉÆĂµÀ ¨É£À¸ÀªÀÄnÖ dÆ£À-22¢£À dÄ¯ÉÊ-31 ¢£ÀUÀ¼À 2012 gÀ ªÉĂvÀ£À ©®è 2)ºÉÆĂ£ÀÆßgÀ¥Áà zÉĂªÀVj 15 ¸Àé.ZÁ.ªÉ.ªÀÈ¢̃ 3) PÀÄªÀiÁgÀ «í. lUÀgÀUÀÄAn PÁ.«Ä.ªÉĂ.ªÀÈ¢̃ CA.©®è ¥Ë.PÁ EªÀgÀ ©®è ¸ÀAzÁAiÀÄ ªÀiÁqÀÄªÀ PÀÄjvÀÄ.,#NAME?,06-Nov-12,46159,06-Nov-12,46159
7895,5894,22-Oct-12,51117,Staff Salary and benifits,Staff Salary 2012-13,Asst. Commissioner Zonal Office No 06,ªÀ®AiÀÄ PÀbÉĂj £ÀA.06 ²æĂ gÀªÉÄĂ±À DAiÀÄnÖ EªÀgÀ dÆ£À-2012 wAUÀ¼À 07 ¢£ÀUÀ¼À ªÉĂvÀ£À ªÀÄAdÆj PÀÄjvÀÄ.,supl bill,06-Nov-12,4289,06-Nov-12,4289
7896,5848,19-Oct-12,50832,Staff Salary and benifits,Staff Salary 2012-13,Asst. Commissioner Zonal Office No 07,²æĂ ªÀÄAdÄ£ÁxÀ eÁ¼ÀºÀ½î(¥Ë.PÁ «.£ÀA.39) EªÀgÀÄ ¥ÀjªÀwđvÀ gÀeÉAiÀÄ ªÉĂvÀ£ÀÀ ©®è,Leave Bill of Mr. Manjunath Jalhali (P.K. Staff),06-Nov-12,5320,06-Nov-12,5320
7897,5883,22-Oct-12,51225,Staff Salary and benifits,Staff Salary 2012-13,D R Devagiri,²æĂ r. Dgï. zÉĂªÀVj ¤.¤. EªÀgÀ ¸À£ï 2011-12 £ÉĂ ¸Á°£À ¸ÁªÀđwæPÀ gÀeÉ ©®è.,Pay Bill for the year 2011-12 Government Holiday Bill of the Sri. D. R. Devagiri,06-Nov-12,5379,06-Nov-12,5379
7898,5237,04-Oct-12,50574,Staff Salary and benifits,Staff Salary 2012-13,Zonal Officer 10,"²æĂ J¸ï. ""í. PÀqÀUÀzÀ J.zÀ.¸À EªÀgÀ ¥É§ÄæªÀj, ªÀiÁZÀđ wAUÀ¼À ªÉĂvÀ£À ºÁUÀÆ ªÀÄgÉªÁé JªÀiï. CdÄđ£ÀV ¥Ë.PÁ EªÀgÀ dÆ£À wAUÀ¼À ªÉĂvÀ£À","Sri S. V. Kadgad, Feb, March Pay Bill  Smt. Marevva M. Arjungi P. K.  Pay Bill for June",06-Nov-12,31447,06-Nov-12,31447
7899,5881,22-Oct-12,51235,Staff Salary and benifits,Staff Salary 2012-13,Zonal Officer Zone No.11,2011-12 £ÉĂ ¸Á°£À JgÀqÀÄ ªÀµÀđUÀ¼À ¨ÁèPÀ CªÀ¢üUÉ UÀ½PÉ gÀeÉAiÀÄÄ ¢£ÁAPÀ 01-07-2012 jAzÀ 31-07-2012 gÀ ªÀgÉUÉ £ÀUÀ¢ĂPÀgÀt PÀÄjvÀÄ,Payment of surrender leaves for 2 years of 2011-12,06-Nov-12,26698,06-Nov-12,26698
7900,5882,22-Oct-12,51234,Staff Salary and benifits,Staff Salary 2012-13,Zonal Officer Zone No.11,2011-12 £ÉĂ ¸Á°£À JgÀqÀÄ ªÀµÀđUÀ¼À ¨ÁèPÀ CªÀ¢üUÉ UÀ½PÉ gÀeÉAiÀÄÄ ¢£ÁAPÀ 01-07-2012 jAzÀ 31-07-2012 gÀ ªÀgÉUÉ £ÀUÀ¢ĂPÀgÀt PÀÄjvÀÄ,Payment of surrender leaves for 2 years of 2011-12,06-Nov-12,22770,06-Nov-12,22770
7901,5879,22-Oct-12,51236,Staff Salary and benifits,Staff Salary 2012-13,Zonal Officer Zone No.11,ªÀ®AiÀÄ PÀZÉĂj £ÀA.11 gÀ DgÉÆĂUÀå SÁvÉAiÀÄ 01-04-2012 jAzÀ 30-06-2012 gÀ ªÀgÉV£À 6 £ÉĂ ªÉĂvÀ£À ±ÉæĂtÂAiÀÄ CAvÀgÀ ©®Äè,6th Pay d.a. bill from 01-04-2012 to 30-06-2012 for Health staff,06-Nov-12,13385,06-Nov-12,13385
7902,6055,02-Nov-12,51348,Staff Salary and benifits,Staff Salary 2012-13,Asst. Commissioner Zonal Office No 12 Dharwad,²æĂ L.J¸ï ¥ÀªÀđvÀªÀÄoÀ ».¤.¤ AiÀÄªÀgÀ «±ÉĂµÀ gÀeÉ £ÀUÀ¢PÀgÀt ªÉĂvÀ£À ©®è PÀÄjvÀÄ.,Regarding  Special holiday leave salary bill of  Sri I.S. Parvatmath.,06-Nov-12,2226,06-Nov-12,2226
7903,6088,05-Nov-12,51263,Staff Salary and benifits,Staff Salary 2012-13,Momin M Y (Jamadar),²æĂ. JªÀiï. ªÁAiÀiï. ªÉÆĂ«Ä£ï EªÀgÀ ¥ÀwßAiÀÄ ±À¸ÀÛç aQvÉ́ ªÀiÁrzÀ ªÉÊzÀåQĂAiÀÄ ªÉZÀÑzÀ ©®Äè ¸ÀAzÁAiÀÄ PÀÄjvÀÄ,Zonal No.7 Reimbursement bill wife off  Mr. M.Y.Momin,06-Nov-12,6988,08-Nov-12,6988
7904,5888,22-Oct-12,51052,Staff Salary and benifits,Staff Salary 2012-13,Nandini FDA,gÁdå ¯ÉPÀ̀ ¥ÀvÀæ E¯ÁSÉ ¹§âA¢AiÀiÁzÀ ²æĂªÀÄw £ÀA¢¤ ¥Àæ.zÀ.¸À EªÀgÀ ¢£ÁAPÀ 16-8-2012 jAzÁ 31-8-2012 gÀªÀgÉV£À MlÄÖ 16 ¢£ÀUÀ¼À ªÉĂvÀ£À ©®è.,Govt Staff Smt. Nandini FDA Salary Difference bill for the month of August 2012.,08-Nov-12,10190,08-Nov-12,10190
7905,6217,08-Nov-12,51509,Staff Salary and benifits,Staff Salary 2012-13,Hulolli S B (Deputy Revenue officer),zsÁgÀªÁqÀ «¨ÁUÀzÀ «ÄĂlgÀ SÁvÉAiÀÄ ²æĂ J¸ï © ºÀÄ¯ÉÆèĂ½î G¥À PÀAzÁAiÀÄ C¢üPÁj EªÀgÀ ¢£ÁAPÀ 01-08-2012 jAzÀ 31-10-2012gÀ ªÀgÉV£À ªÉĂvÀ£ÀzÀ ©®Äè,Dharwad division Meter section Shri S B Hulolli Ass Revenue Officer salary bill for the month of 01-08-2012 to 31-10-2012,08-Nov-12,130911,08-Nov-12,130911
7906,5889,22-Oct-12,51046,Staff Salary and benifits,Staff Salary 2012-13,Sreedevi G. Patil FDA,gÁdå ¯ÉPÀ̀ ¥ÀvÀæ E¯ÁSÉ ¹§âA¢AiÀiÁzÀ ²æĂªÀÄw ²æĂzÉĂ« f. ¥ÁnĂ® ¥Àæ.zÀ.¸À EªÀgÀ ¸À£ï 2011-12 gÀ zÉéöÊªÁ¶đPÀ CªÀ¢üUÉ CzsÀå¥ÀđuÉ gÀeÉ £ÀUÀ¢ĂPÀgÀt ©®è ¢£ÁAPÀ 1-10-2012 jAzÀ 30-10-2012 gÀªÀgÉUÉ.,Govt Staff Smt. Shreedevi G. Patil Surrender Bill for the year of 2011-12 from 1-10-2012 to 30-10-2012,08-Nov-12,18346,08-Nov-12,18346
7907,6013,31-Oct-12,51269,Staff Salary and benifits,Staff Salary 2012-13,Zonal Officer Zone No.11,"²æĂ.JA.JA.£ÀzÁ¥sÀ, ¸ÀºÁAiÀÄPÀ DAiÀÄÄPÀÛgÀÄ, ªÀ®AiÀÄ PÀbÉĂj £ÀA.11 EªÀgÀ 01-04-2012 jAzÀ 31-08-2012 gÀ ªÀgÉV£À 6 £ÉĂ ªÉĂvÀ£À ±ÉæĂtÂAiÀÄ CAvÀgÀ ©®Äè dªÀiÁ ªÀiÁqÀÄªÀ PÀÄjvÀÄ",D.A.Difference bill pay 6th pay for govt staff of Zonal No.11,08-Nov-12,40300,08-Nov-12,40300
7908,5998,30-Oct-12,47814,Staff Salary and benifits,Staff Salary 2012-13,Asst. Commissioner Zonal Office No 04 Navanagar.,ss¸ÀPÁđj ¹§âA¢ ªÉĂvÀ£À ©¯ï dÄ¯ÉÊ ªÀÄvÀÄÛ CUÀ¸ÀÖ 2012,Govt Staff Salary month of  July and Aug 2012,08-Nov-12,116732,08-Nov-12,116732
7909,5409,08-Oct-12,50905,Staff Salary and benifits,Staff Salary 2012-13,Zonal Officer No.2,zsÁgÀªÁqÀ «¨ÁUÀzÀ ªÀ®AiÀÄ PÀZÉĂj £ÀA 02 ¯ÉÆĂPÉÆĂ¥ÀAiÉÆĂVSÁvÉ-20gÀ°è PÁAiÀÄđ ¤ªÀđ»¸ÀÄwÛgÀÄªÀ  ¤AiÉÆĂfvÀ ¹§âA¢ ²æĂªÀÄw GµÁ UÀAUÁzsÀgÀ EªÀgÀ ¥ÀjªÀwđvÀ gÀeÉAiÀÄ ©®Äè,Payment of Leave bill of Govt staff smt Usha Gangadhar JE of Z No.2 Dharwad,08-Nov-12,7784,08-Nov-12,7784
